can_smiles_solute,can_smiles_solvent,DGsolv,index,Exp_or_QM,Train/Valid/Test,predicted
CCCCCCCCNCCCCCCCC,CCCCCCCCNCCCCCCCC,-11.0,8962,Exp,Train,-10.879558
C=C[C@H]1COC(=O)O1,C=C[C@H]1COC(=O)O1,-9.45,2175,Exp,Train,-9.186792
CCCl,CN(C)C=O,-2.74,10280,Exp,Train,-2.7520037
CC1Cc2ccccc2S1,CC1Cc2ccccc2S1,-8.5,5496,Exp,Train,-8.520231
OCCCCO,OCCCCO,-10.3,21946,Exp,Train,-10.227849
CCl,CCCCCCCCO,-1.9,11875,Exp,Train,-1.7865624
Cc1ccc(O)c(O)c1,CCCCCC,-6.99,15031,Exp,Train,-6.957624
c1ccc2c(c1)-c1cccc3cccc-2c13,ClC(Cl)(Cl)Cl,-12.65,22985,Exp,Train,-12.745469
Clc1ccc(Br)cc1,O,-1.61,16416,Exp,Train,-1.4893074
CCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCOC(C)=O,-17.86,8735,Exp,Train,-18.041656
Oc1ccc(O)cc1,Cc1ccc(C)cc1,-8.81,22262,Exp,Train,-8.728501
C=CCCCCCCC=C,C=CCCCCCCC=C,-6.45,1999,Exp,Train,-6.439255
C1CCCCC1,C1CCNCC1,-4.32,701,Exp,Train,-4.2977843
O=[N+]([O-])c1cc[n+]([O-])cc1,CCCCCCC,-7.12,21290,Exp,Train,-7.0934043
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,NC=O,-17.79,19268,Exp,Train,-17.667091
O=C(O)c1ccc(O)cc1,CCCCO,-11.4,19581,Exp,Train,-11.349257
CCCOC(C)=O,CCc1ccccc1,-4.95,10080,Exp,Train,-4.908844
ClC(Cl)C(Cl)Cl,CC(C)=O,-6.28,15948,Exp,Train,-6.302368
C1CCCCC1,CCCCCCCCCCCCCC,-3.91,744,Exp,Train,-4.033645
CC(C)C1CCCC1,CC(C)C1CCCC1,-5.32,3767,Exp,Train,-5.263257
CCCCCCCC=O,CCCCCCCCCCCCCCCC,-5.9,8304,Exp,Train,-5.828934
CBr,CCCCCCCCO,-2.43,2216,Exp,Train,-2.3702965
c1ccc2c(c1)Oc1ccccc1O2,O,-3.15,23157,Exp,Train,-3.061368
NC(=O)c1ccccc1,CCCCCC,-7.77,17599,Exp,Train,-7.6550803
CCOC(C)(C)C,CCOCC,-4.22,11079,Exp,Train,-4.154683
CC(F)F,CO,-1.91,4716,Exp,Train,-1.889398
C1CCCCC1,CCCCOC(C)=O,-3.91,762,Exp,Train,-3.8983824
FC(F)OCC(F)(F)F,FC(F)OCC(F)(F)F,-3.32,17025,Exp,Train,-3.240386
ClCCl,CC(=O)N(C)C,-4.34,16153,Exp,Train,-4.3030562
Cc1ccccc1O,C1CCCCC1,-6.02,15608,Exp,Train,-6.0330853
S=C=S,c1ccccc1,-3.6,22493,Exp,Train,-3.5562994
C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,CCCCCO,-27.57,1230,Exp,Train,-27.553257
C=C,C1CCOC1,-0.82,1321,Exp,Train,-0.832835
C=CCCC=C,CS(C)=O,-2.74,1868,Exp,Train,-2.696228
c1cc2ccc3cccc4ccc(c1)c2c34,CCC(C)O,-11.35,22768,Exp,Train,-11.250438
O=C(O)c1ccc(Cl)cc1,CCC(C)O,-10.31,19527,Exp,Train,-10.11907
O=S=O,CCCCCCC,-1.36,21128,Exp,Train,-1.2991241
CCCCCCCCCCCCCCCCCCO,CC(C)O,-14.87,8764,Exp,Train,-14.886788
COc1ccc(C(=O)O)cc1,CCCCCCCCO,-11.645,13670,Exp,Train,-11.493756
C=C,CCCCCCC,-0.62,1334,Exp,Train,-0.61141276
C1CCCCC1,OCCOCCOCCOCCO,-2.34,831,Exp,Train,-2.4210153
CCCCCC,CCC(C)Cl,-3.98,7739,Exp,Train,-3.9714358
CC1CCCC1,CS(C)=O,-2.47,5399,Exp,Train,-2.3382545
ClCCl,ClC(Cl)Cl,-3.62,16195,Exp,Train,-3.6356375
CC(C)C(C)C(C)C,CCCCCCCCCCCCCCCC,-4.66,3626,Exp,Train,-4.636157
CC(=O)OCC(C)C,[H]O[H],-2.47,2786,Exp,Train,-2.33964
C#CCCC,CCCCCCCCCCCCCCCC,-2.74,209,Exp,Train,-2.8728907
CCNCC,ClC(Cl)Cl,-5.23,10632,Exp,Train,-5.224598
Nc1ccc(C(=O)O)cc1,CC(C)CO,-13.75,18123,Exp,Train,-13.655917
c1ccc2ccccc2c1,C1COCCO1,-7.98,23333,Exp,Train,-8.029515
C=C(C)C1CCC(C)C12CC=C(C)CC2,O,0.25,1222,Exp,Train,0.36402366
Cc1cc(C)c(C)cc1C,CCCCCCCCO,-6.81,14610,Exp,Train,-6.7898173
CCN,CCCCCO,-4.27,10547,Exp,Train,-4.2399025
CC(C)CCO,CC(C)CCO,-6.46,4124,Exp,Train,-6.3336434
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,O,-15.18,12295,Exp,Train,-14.864791
O=C(c1ccccc1)C(O)c1ccccc1,CC(C)O,-14.63,20092,Exp,Train,-14.53466
CCOC(=O)CCl,CCOC(=O)CCl,-6.23,10940,Exp,Train,-6.1739855
CCCCN,CCCCCCO,-5.5,9448,Exp,Train,-5.4097896
CCI,Clc1ccccc1,-4.22,10349,Exp,Train,-4.1945167
CCCCCC,Clc1cccc2ccccc12,-3.23,7816,Exp,Train,-3.158246
CC(C)CC(C)C,C1CCOC1,-4.15,3836,Exp,Train,-4.163873
C=C(C)CC(C)(C)C,C=C(C)CC(C)(C)C,-4.67,1244,Exp,Train,-4.635827
Cc1ccccn1,CCC(C)O,-6.0,15656,Exp,Train,-6.117754
S=C=S,O,0.16,22490,Exp,Train,0.10420412
C=CCCC,CCC#N,-2.86,1831,Exp,Train,-2.8489
CC(O)C#N,CC(O)C#N,-8.5,4760,Exp,Train,-8.472889
[N-]=[N+]=O,O,0.31,22665,Exp,Train,0.36355323
CCC(C)(C)CC(C)C,CCC(C)(C)CC(C)C,-5.31,5878,Exp,Train,-5.3049855
CCC,CCCCCCCCCC,-1.67,6395,Exp,Train,-1.6720876
CCCCCCCCCC,OCCO,-2.19,8487,Exp,Train,-2.1451375
Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCCC(C)O,-15.95,14464,Exp,Train,-15.901276
O=[N+]([O-])OCCO[N+](=O)[O-],O=[N+]([O-])OCCO[N+](=O)[O-],-8.67,21201,Exp,Train,-8.436045
ClCCCl,[H]O[H],-1.89,16133,Exp,Train,-1.8462795
OC1CCCCCCCCCCC1,O,-5.35,21849,Exp,Train,-5.365108
C/C=C(/C)CC,C/C=C(/C)CC,-4.07,433,Exp,Train,-4.0884604
C[N+](=O)[O-],CCCCCCCC,-2.62,14361,Exp,Train,-2.568873
CC(C)OC(C)C,ClC(Cl)(Cl)Cl,-4.23,4451,Exp,Train,-4.194014
O=[N+]([O-])c1ccc(CCl)cc1,Brc1ccccc1,-5.65,21312,Exp,Train,-7.8216534
CCCCC,Cc1cccc(O)c1,-2.28,7486,Exp,Train,-2.264139
CCCCC,CCCCC,-3.375,7428,Exp,Train,-3.3728795
CC(Cl)(Cl)Cl,CCCCCCCCO,-3.68,4646,Exp,Train,-3.648386
c1cc2ccc3cccc4ccc(c1)c2c34,CCCCCCO,-11.81,22780,Exp,Train,-11.956236
FC(F)=C(F)C(F)(F)F,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,-0.41,16970,Exp,Train,-0.26216835
O=C1c2ccccc2-c2ccccc21,CCCCCCCC,-9.86,20501,Exp,Train,-9.996873
C1=CCCC1,O=CN1CCOCC1,-2.52,572,Exp,Train,-2.5714986
FC(F)(Cl)C(F)(Cl)Cl,FC(F)(Cl)C(F)(Cl)Cl,-3.65,16820,Exp,Train,-3.63702
Cc1cccc(C(=O)O)c1,CCCCOCCO,-10.02,15202,Exp,Train,-9.934742
OCCCO,OCCCO,-9.24,21952,Exp,Train,-9.249866
CCC(C)CC(C)C,CCC(C)CC(C)C,-4.87,6151,Exp,Train,-4.892431
CCOC(=O)CC#N,CCOC(=O)CC#N,-8.28,10891,Exp,Train,-8.216631
CCCCC,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-2.15,7498,Exp,Train,-2.1399126
CCC#N,CC(C)CC(C)(C)C,-2.83,5652,Exp,Train,-2.8129337
CCCl,CCC(C)O,-2.41,10269,Exp,Train,-2.419762
O=C(O)CCCCC(=O)O,CCCCO,-13.23,19043,Exp,Train,-13.245153
CCC=O,CCCCCCCC,-2.54,6647,Exp,Train,-2.5259101
CCC(=O)c1c(C)[nH]n(-c2ccccc2)c1=O,O,-9.74,5811,Exp,Train,-9.426799
CCCCCCCCC,O=C1CCCCC1,-5.24,8416,Exp,Train,-5.2637534
CCCC,CCCCCCCCCCCCCCCC,-2.205,7029,Exp,Train,-2.1971827
c1ccc2cc3ccccc3cc2c1,CCCCCCCCCCCCCCCC,-10.32,23291,Exp,Train,-10.361731
ClCCl,O=C1CCCCC1,-4.13,16203,Exp,Train,-4.1493454
COC(F)F,COC(F)F,-2.87,13113,Exp,Train,-2.8393288
C1CCOCC1,CCCCCl,-4.71,934,Exp,Train,-4.6898565
C1CCCCC1,c1ccc(C2CCCCC2)cc1,-4.03,838,Exp,Train,-3.9847267
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,CCCCCOC(C)=O,-13.69,19376,Exp,Train,-13.644477
CC(C)(C)Cl,O,1.09,3195,Exp,Train,1.0360707
Cc1cccc2c(C)cccc12,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,-9.3,15347,Exp,Train,-8.813445
C1COCCO1,CC(C)=O,-5.07,980,Exp,Train,-5.0216804
CNC,CC(C)CO,-4.43,12505,Exp,Train,-3.867221
N,CCCCCCCCCCCCCCCC,-0.93,17417,Exp,Train,-0.8727527
CC(C)CC(C)(C)C,CCC(C)=O,-4.05,3810,Exp,Train,-4.0130467
CCCCC,CCN1CCCC1=O,-2.25,7461,Exp,Train,-2.2583454
CC(C)[N+](=O)[O-],ClC(Cl)(Cl)Cl,-4.57,4498,Exp,Train,-4.5419006
O=C(O)c1cccc2ccccc12,O,-9.04,19783,Exp,Train,-8.994327
CN(C)C,CC(=O)CC(C)C,-2.86,12041,Exp,Train,-2.8613846
FCC(F)(F)F,CCCCCCCCC,-0.76,17037,Exp,Train,-0.77996963
Cc1ccccc1C(=O)O,CC(C)(C)O,-9.12,15492,Exp,Train,-9.125835
CCC(C)O,CCCCCC,-3.56,6205,Exp,Train,-3.5266416
O=[N+]([O-])c1ccc(CCl)cc1,O,-5.14,21324,Exp,Train,-4.982082
C1CCNCC1,O,-5.11,888,Exp,Train,-5.084484
N,CN1CCCC1=O,-1.85,17423,Exp,Train,-1.8759371
ClC(Cl)Cl,CCCCCN(CCCCC)CCCCC,-3.82,15982,Exp,Train,-3.7551131
c1cocn1,c1cocn1,-4.33,23595,Exp,Train,-4.756199
CO,Cc1ccccc1C,-1.73,12676,Exp,Train,-2.1325183
C1CCCCC1,OCCO,-1.5,828,Exp,Train,-1.5276845
C1CCCCC1,C1CCOC1,-4.23,702,Exp,Train,-4.2409134
CC(=O)CCC(C)C,NC=O,-4.52,2443,Exp,Train,-4.432267
CC,COCCOCCOCCOCCOC,-0.38,4903,Exp,Train,-0.33827287
c1ccc2c(c1)ccc1ccccc12,CCOC(C)=O,-11.08,23233,Exp,Train,-11.133927
[H][H],CCCCOC(C)=O,1.5,22588,Exp,Train,1.5222818
O=C(C(=O)c1ccccc1)c1ccccc1,CCC(C)(C)O,-11.05,18591,Exp,Train,-11.114188
CCCC(C)C,CC(C)CC(C)(C)C,-3.72,6874,Exp,Train,-3.7029037
Cc1cccc(O)c1,CC(Cl)Cl,-6.91,15311,Exp,Train,-7.032339
FC(Cl)(Cl)C(F)(Cl)Cl,CCCCCC,-4.43,16772,Exp,Train,-4.3478556
CC(C)c1ccccc1,CC(C)O,-5.21,4532,Exp,Train,-5.3062644
O=C1CCCN1,CCCCCCCCO,-8.85,20281,Exp,Train,-8.722723
Oc1ccccc1,Brc1ccccc1,-6.87,22330,Exp,Train,-6.8318057
CCCCO,CCCCOP(=O)(OCCCC)OCCCC,-6.28,9548,Exp,Train,-6.173807
Cc1ccccc1C(=O)O,CCCCCCCO,-8.81,15513,Exp,Train,-8.752519
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,CCCO,-14.17,19379,Exp,Train,-14.162407
C1CNC1,O,-5.56,952,Exp,Train,-5.6562977
Cc1ccccc1C(=O)O,CCOCC,-8.95,15532,Exp,Train,-9.009314
C#CC,Nc1ccccc1,-2.01,163,Exp,Train,-1.999725
C=Cc1ccccc1C,C=Cc1ccccc1C,-6.67,2195,Exp,Train,-6.6192255
CCCCCCCCCCCCCCCCCCC,CCCCOC(C)=O,-12.66,8658,Exp,Train,-12.632519
c1ccc2ncccc2c1,CCCCCCCCO,-8.43,23385,Exp,Train,-8.402327
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,-9.52,16249,Exp,Train,-9.269173
Cc1ccccc1,CC(C)CO,-4.37,15378,Exp,Train,-4.474828
CCC(C)=O,C1CCCCC1,-3.475,5948,Exp,Train,-3.377787
CC1=CC2CCC1C2,CC1=CC2CCC1C2,-5.12,5237,Exp,Train,-4.9789844
CCOC(C)=O,CCCCCCCCCC,-3.355,11117,Exp,Train,-3.3325865
Cc1cccc(C(=O)O)c1,CC(C)CCO,-9.93,15186,Exp,Train,-9.840843
N,CC(C)CO,-2.54,17413,Exp,Train,-2.614504
CC(C)OC(C)C,Brc1cccc2ccccc12,-3.49,4425,Exp,Train,-3.3881679
CC(C)CCC(C)C,CN(C)P(=O)(N(C)C)N(C)C,-3.84,4022,Exp,Train,-3.8482597
Cc1cccc(C(=O)O)c1,CCCOCCO,-10.06,15204,Exp,Train,-10.012046
Oc1cccc(Cl)c1,Cc1cccc(C)c1,-8.05,22295,Exp,Train,-8.039958
CCCCCC,OCCOCCOCCO,-1.54,7848,Exp,Train,-1.5923907
c1ccccc1,CCCCOC(C)=O,-3.87,23453,Exp,Train,-4.102778
c1ccc2ccccc2c1,CCC(C)O,-6.88,23345,Exp,Train,-6.951945
C=CCCC,CCCCCC(C)C,-2.36,1835,Exp,Train,-2.9571948
Cc1cc(Cl)c(Cl)cc1Cl,O,-1.05,14698,Exp,Train,-1.0339447
COC(=O)c1ccc(O)cc1,COC(C)(C)C,-11.76,12938,Exp,Train,-11.734488
CCCC(C)C,Fc1ccccc1,-3.63,6931,Exp,Train,-3.6356823
c1ccccc1,CC(=O)N(C)C,-4.29,23410,Exp,Train,-4.3033433
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OCCCC,-6.48,1128,Exp,Train,-6.4317923
CCO,CC(=O)O,-5.234999999999999,10686,Exp,Train,-5.260498
CCBr,CCCCCCCCO,-2.89,5629,Exp,Train,-2.8375514
CCC(C)=O,CC(=O)N(C)C,-4.5,5953,Exp,Train,-4.507112
CC(C)CN,CC(C)CN,-4.27,4169,Exp,Train,-4.170705
CCCCCC,CC#N,-2.63,7716,Exp,Train,-2.6202853
CC(C)O,CCOCCO,-4.87,4370,Exp,Train,-4.797668
CCSCCO,CCSCCO,-7.61,11564,Exp,Train,-7.601185
CCN,CCCCCCCCO,-4.09,10544,Exp,Train,-4.0522256
Cc1ccccc1,CCBr,-5.495,15385,Exp,Train,-5.5202694
CC1CCCC1,OC1CCCCC1,-3.44,5403,Exp,Train,-3.4297554
C=CC(=C)C,CC(C)CC(C)(C)C,-3.16,1438,Exp,Train,-3.1189232
COc1ccc(C(=O)O)cc1,CCOC(C)=O,-11.76,13690,Exp,Train,-11.673199
CCCCC(=O)CCC,CCCCC(=O)CCC,-6.59,7142,Exp,Train,-6.5724235
ClC(Cl)(Cl)Cl,CI,-4.51,15898,Exp,Train,-4.542129
CCOO,CCOO,-5.48,11302,Exp,Train,-5.3771315
ClCCCl,ClC(Cl)Cl,-4.69,16129,Exp,Train,-4.7515945
CNC,Cc1ccccc1,-2.68,12516,Exp,Train,-2.6673703
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-16.1,7364,Exp,Train,-16.010115
CN(CCO)CCO,CN(CCO)CCO,-10.0,12240,Exp,Train,-9.909508
C(=Cc1ccccc1)c1ccccc1,Cc1ccc(C)cc1,-11.29,331,Exp,Train,-11.425694
C=CCCCCCC,CCOC(=O)c1ccccc1C(=O)OCC,-4.11,1978,Exp,Train,-4.14035
C=CC(=C)C,N#Cc1ccccc1,-3.0,1464,Exp,Train,-2.9905548
C1CCCCC1,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,-3.77,733,Exp,Train,-3.7251325
CCCc1ccccc1,CC(C)O,-5.41,10237,Exp,Train,-5.4379396
c1cncnc1,c1cncnc1,-5.68,23590,Exp,Train,-5.907261
C=CC=C,CCC(C)O,-2.07,1711,Exp,Train,-2.0542426
ClC(Cl)Cl,CCCCCCCCCCCCCCCC,-3.38,15977,Exp,Train,-3.377058
CCCCC,CCCCCl,-3.22,7451,Exp,Train,-3.2000353
CC(C)CC(C)C,C=CCCCCCCCC,-4.06,3840,Exp,Train,-4.0298967
Cc1cccc2ccccc12,Cc1cccc2ccccc12,-8.52,15355,Exp,Train,-8.544041
c1cc[nH]c1,ClC(Cl)Cl,-5.5,22819,Exp,Train,-5.5078993
Cc1ccccc1,CCCCCCO,-4.4,15403,Exp,Train,-4.406587
c1ccc2ccccc2c1,CO,-7.01,23363,Exp,Train,-7.028794
O=O,C1CCOC1,0.82,20885,Exp,Train,0.8253378
ClCCl,CCCCC,-3.09,16158,Exp,Train,-3.0998406
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,CCOC(C)=O,-25.15,6078,Exp,Train,-25.05227
CC=C(C)C,OCc1ccccc1,-2.44,5559,Exp,Train,-2.46524
O=C(O)c1ccc([N+](=O)[O-])cc1,CCO,-12.33,19648,Exp,Train,-12.367741
CCc1ccc(C)cc1,CCc1ccc(C)cc1,-6.34,11683,Exp,Train,-6.3831835
CC(=O)Nc1ccc(O)cc1,CCCCO,-15.85,2597,Exp,Train,-15.764332
CCCCO,COC(C)(C)C,-5.32,9560,Exp,Train,-5.32419
CCI,CCCCCCCCCCCCCCCC,-3.51,10328,Exp,Train,-3.508072
CCCC(C)(C)O,CCCCCCCCCC,-4.54,6807,Exp,Train,-4.5002685
CC(C)C(C)C,CC(C)C(C)C,-3.79,3672,Exp,Train,-3.7970645
C=CCCCCC,O=CN1CCOCC1,-2.89,1954,Exp,Train,-2.8915987
C1COCCO1,ClC(Cl)Cl,-6.16,1032,Exp,Train,-6.076666
CC(C)NC(C)C,CC(C)NC(C)C,-4.39,4322,Exp,Train,-4.402105
C=C(C)C(=C)C,OCCO,-1.73,1093,Exp,Train,-1.7224545
O=C(c1ccccc1)C(O)c1ccccc1,CCCCOCCCC,-14.23,20102,Exp,Train,-14.130134
CCCCCCCCCCCCc1ccccc1,O=Cc1ccco1,-10.38,8862,Exp,Train,-10.61726
CO,CCC(C)=O,-3.83,12629,Exp,Train,-3.8230915
c1cc2c3c(cccc3c1)CC2,CCCCCCCO,-8.75,22725,Exp,Train,-8.868747
[N]=O,ClC(Cl)(Cl)Cl,0.62,22682,Exp,Train,0.5920076
CC(C)CC(C)(C)C,CC(C)CC(C)(C)C,-4.58,3806,Exp,Train,-4.5904326
CC1CCC(CO)CC1,CC1CCC(CO)CC1,-8.08,5370,Exp,Train,-8.120467
CC(C)(C)Cl,O=C1CCCCC1,-3.64,3196,Exp,Train,-3.6327748
COCC(C)C,COCC(C)C,-3.9,13207,Exp,Train,-3.8546846
O,CCCCCCCCCC,-0.48,18532,Exp,Train,-0.47027946
O=C1CCCCC1,CCCCCCC,-5.18,20239,Exp,Train,-5.095317
CCCCCCCC,S=C=S,-5.605,8255,Exp,Train,-5.618994
CC(C)CC(C)O,CCCCCCCC,-4.63,3916,Exp,Train,-4.598527
CC(C)CCC(C)C,O=C1CCCCC1,-4.2,4045,Exp,Train,-4.196352
COC(C)=O,CN(C)C=O,-3.9,13059,Exp,Train,-3.892612
CC(=O)Nc1ccccc1O,O,-11.61,2655,Exp,Train,-11.269605
CCC(=O)OC(C)COC,CCC(=O)OC(C)COC,-6.75,5750,Exp,Train,-6.6984115
O=C(Oc1ccccc1)Oc1ccccc1,CCCCO,-11.39,20036,Exp,Train,-11.4845085
Cl/C=C/Cl,O,-0.76,15837,Exp,Train,-0.97290486
CO,CCOCCO,-4.34,12660,Exp,Train,-4.2827363
C=C(C)C(=C)C,C=C(C)C(=C)C,-4.14,1088,Exp,Train,-4.106247
N#N,CO,1.09,17398,Exp,Train,1.1182147
CCCCCOC,CCCCCOC,-4.79,9331,Exp,Train,-4.657634
CCOCC,CNC=O,-2.66,11234,Exp,Train,-2.6289866
CCOC(C)=O,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,-3.73,11109,Exp,Train,-3.602871
C=CC(=C)C,NCc1ccccc1,-2.85,1465,Exp,Train,-2.8262963
C1CCCCC1,CNC=O,-2.93,785,Exp,Train,-2.9151669
CCCCCC(=O)OC,CCCCCC,-5.645,7617,Exp,Train,-5.5817842
c1ccc2c(c1)Nc1ccccc1S2,CCCCCCO,-13.09,23131,Exp,Train,-13.107994
FC(F)(F)I,FC(F)(F)I,-2.41,16951,Exp,Train,-2.3742976
O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,CCCC(C)O,-13.21,19483,Exp,Train,-13.01058
C=COC(C)=O,CN1CCCC1=O,-4.16,2138,Exp,Train,-4.0947905
OCC(O)C(O)C(O)CO,CCCCO,-13.27,21883,Exp,Train,-13.41697
CSc1ccccc1,C1CCC2CCCCC2C1,-5.54,14162,Exp,Train,-5.342055
CCN(CC)CC,CC(C)=O,-4.05,10423,Exp,Train,-4.0488844
CCC(=O)OC,CCCCCCCl,-4.2,5767,Exp,Train,-4.1718774
C[N+](=O)[O-],CC(C)CC(C)(C)C,-2.74,14347,Exp,Train,-2.702388
CCC#N,CCOC(C)=O,-4.68,5660,Exp,Train,-4.6702185
CCO,CCN(CC)CC,-4.02,10726,Exp,Train,-3.7492347
COC(=O)c1ccc(Br)cc1,CN(C)C=O,-9.25,12886,Exp,Train,-9.222706
C=CC,Cc1cccc(C)c1,-1.58,1657,Exp,Train,-1.5835658
CC1[C@H](C)CC[C@H]1C,CC1[C@H](C)CC[C@H]1C,-5.1,5520,Exp,Train,-5.1229887
CC(C)(C)Br,CC(C)(C)O,-3.36,3077,Exp,Train,-3.3128943
O=[N+]([O-])c1ccccc1,CCCCCCCCO,-6.63,21495,Exp,Train,-6.568181
CCOC(C)=O,CCC(C)=O,-4.49,11105,Exp,Train,-4.4567523
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC(C)CC(C)(C)C,-10.04,16242,Exp,Train,-10.029133
Clc1ccc(Cl)c(Cl)c1Cl,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,-7.82,16449,Exp,Train,-7.792435
O=O,CO,0.82,20922,Exp,Train,0.83489543
FC(F)(Cl)C(F)(Cl)Cl,COC(C)=O,-3.38,16815,Exp,Train,-3.2769556
Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCCCO,-16.06,14470,Exp,Train,-16.121462
ClCCl,CO,-3.49,16188,Exp,Train,-3.4991674
CCCCCC(C)CC,CCCCCC(C)CC,-5.76,7683,Exp,Train,-5.694663
c1cc2ccc3cccc4ccc(c1)c2c34,CCCC(C)O,-11.48,22771,Exp,Train,-11.506303
CCOC(C)=O,C1COCCO1,-4.49,11095,Exp,Train,-4.439597
C=CCCCCC,c1ccc2c(c1)CCCC2,-4.37,1962,Exp,Train,-4.3220315
CN1CCCC1c1cccnc1,O,-7.98,12365,Exp,Train,-7.9349303
CN=C=O,CN=C=O,-3.88,12417,Exp,Train,-3.8134294
C=CC(C)CC,CC#N,-2.7,1595,Exp,Train,-2.6720583
Cc1ccccn1,CCCCCCCCCCCCCCCC,-4.68,15657,Exp,Train,-4.7502546
CCCCC1CCCCC1,O=Cc1ccco1,-4.97,7552,Exp,Train,-4.9752326
CCCCCCCCCCO,CC(C)O,-9.77,8886,Exp,Train,-9.833638
CCCc1ccccc1,OCCOCCOCCO,-4.69,10250,Exp,Train,-4.622736
C(=Cc1ccccc1)c1ccccc1,CCCCCCCCO,-10.2,316,Exp,Train,-10.155404
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,O,-15.8,12318,Exp,Train,-15.946585
FC(Cl)C(F)(F)F,CN1CCCC1=O,-2.39,16794,Exp,Train,-2.268845
Cc1cncc(C)c1,O,-4.84,15733,Exp,Train,-4.8860264
CCCCCCC,CCCCCCCCCCCC,-4.43,7996,Exp,Train,-4.413608
C=CCCCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.62,1973,Exp,Train,-4.5656266
NC(N)=O,CCOCC,-9.11,17730,Exp,Train,-9.149488
Cc1ccc(N)cc1,Cc1ccccc1C,-7.22,14980,Exp,Train,-7.144506
ClCCl,CCNC=O,-3.7,16180,Exp,Train,-3.6913786
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,O,-21.12,13797,Exp,Train,-21.014284
COC,CC(C)CO,-2.1,13125,Exp,Train,-2.1215022
C#CC=C,COC(C)=O,-3.19,191,Exp,Train,-3.1640244
COC,CCCCCO,-1.98,13135,Exp,Train,-1.9814769
CCCC(C)(O)CC,CCCCCCCC,-5.4,6813,Exp,Train,-5.3514647
C=CC(C)C,Cc1ccc(C)cc1,-3.31,1588,Exp,Train,-2.9232047
C=C(C)C(=O)OCCCCCCCCCCCCCCCC,C=C(C)C(=O)OCCCCCCCCCCCCCCCC,-11.9,1133,Exp,Train,-12.7828455
CCC(C)=O,CC(C)CC(C)(C)C,-3.39,5958,Exp,Train,-3.3647916
[O-][Cl+3]([O-])([O-])O,[O-][Cl+3]([O-])([O-])O,-5.35,22684,Exp,Train,-5.24163
BrC(Br)C(Br)Br,BrC(Br)C(Br)Br,-8.92,19,Exp,Train,-8.993894
O=Cc1cccc(O)c1,CC(Cl)Cl,-10.11,20821,Exp,Train,-10.03621
CCCCCC(C)=O,Cc1cccc(C)c1C,-6.01,7667,Exp,Train,-5.881149
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,-13.2,7536,Exp,Train,-13.04828
c1ccc2c(c1)Cc1ccccc1-2,CCO,-8.93,23033,Exp,Train,-9.074274
O=CC(Cl)Cl,O=CC(Cl)Cl,-4.95,20683,Exp,Train,-4.898107
CCCCCCCC,O=CN1CCOCC1,-3.04,8247,Exp,Train,-3.0532417
ClC(Cl)Cl,CCCCOCCCC,-4.16,15987,Exp,Train,-4.234644
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CCCCCCCC,-12.9,3408,Exp,Train,-13.019786
c1ccsc1,ClC(Cl)Cl,-5.83,23576,Exp,Train,-5.798887
CC(C)C#N,O,-3.31,3557,Exp,Train,-3.276573
