solute,solvent,logS,DGsolv,Reference (DOI),Comments,can_smiles_solute,can_smiles_solvent,concat_smiles,is_chonps_halogens,index,solvent_iupac_name,m062x,AE,SE
CC(C)CCC(C)C,C1=CC=NC=C1,,-4.06,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=56412)', 'CompSol Binary (entry number=56413)']",CC(C)CCC(C)C,c1ccncc1,CC(C)CCC(C)C.c1ccncc1,True,4050,Pyridine,-3.68,0.37999999999999945,0.14439999999999958
CCCCCCCC,ClCCl,,-5.13,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.05,CCCCCCCC,ClCCl,CCCCCCCC.ClCCl,True,8230,Dichloromethane,-5.51,0.3799999999999999,0.14439999999999992
FC(Cl)(Cl)Cl,C1CCCCC1,,-2.63,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,FC(Cl)(Cl)Cl,C1CCCCC1,FC(Cl)(Cl)Cl.C1CCCCC1,True,16781,CycloHexane,-2.25,0.3799999999999999,0.14439999999999992
CC(OC)(OC)OC,O,,-4.42,10.1016/j.cej.2021.129307,['FreeSolv (entry number=180)'],COC(C)(OC)OC,O,COC(C)(OC)OC.O,True,13029,Water,-4.04,0.3799999999999999,0.14439999999999992
CC(C)CC(C)C,O,,2.87,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,CC(C)CC(C)C,O,CC(C)CC(C)C.O,True,3906,Water,2.49,0.3799999999999999,0.14439999999999992
CCCNCCC,CCCCCCCCO,,-6.02,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCNCCC,CCCCCCCCO,CCCNCCC.CCCCCCCCO,True,9937,n-Octanol,-5.64,0.3799999999999999,0.14439999999999992
CC=C,CC(O)CC,,-1.32,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",C=CC,CCC(C)O,C=CC.CCC(C)O,True,1634,2-Butanol,-1.7,0.3799999999999999,0.14439999999999992
Cc1ccccc1,CC(C)OC(C)C,,-4.9,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,Cc1ccccc1,CC(C)OC(C)C,Cc1ccccc1.CC(C)OC(C)C,True,15380,DiIsoPropylEther,-5.28,0.3799999999999999,0.14439999999999992
CC=C,CC(C)CC(C)(C)C,,-1.61,10.1016/j.cej.2021.129307,"["" 'Abraham Paper (A31)'""]",C=CC,CC(C)CC(C)(C)C,C=CC.CC(C)CC(C)(C)C,True,1626,"2,2,4-TriMethylPentane",-1.99,0.3799999999999999,0.14439999999999992
COC(C)=O,C1CCCCC1,,-3.06,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,COC(C)=O,C1CCCCC1,COC(C)=O.C1CCCCC1,True,13032,CycloHexane,-2.68,0.3799999999999999,0.14439999999999992
C1COCCO1,CC1=NC(=CC=C1)C,,-4.91,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=19325)', 'CompSol Binary (entry number=19326)']",C1COCCO1,Cc1cccc(C)n1,C1COCCO1.Cc1cccc(C)n1,True,1025,"2,6-DiMethylPyridine",-5.29,0.3799999999999999,0.14439999999999992
CCCO[P](=O)(OCCC)OCCC,C1CCCCC1,,-7.71,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCOP(=O)(OCCC)OCCC,C1CCCCC1,CCCOP(=O)(OCCC)OCCC.C1CCCCC1,True,10153,CycloHexane,-8.09,0.3799999999999999,0.14439999999999992
CC(=O)c1ccccc1,CCCCCCCCCCCCCCCC,,-6.09,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.05,CC(=O)c1ccccc1,CCCCCCCCCCCCCCCC,CC(=O)c1ccccc1.CCCCCCCCCCCCCCCC,True,3004,n-Hexadecane,-6.47,0.3799999999999999,0.14439999999999992
O=C(OCCCCCCCC)C1=CC=CC=C1C(OCCCC)=O,O,,-6.83,10.1016/j.cej.2021.129307,['Abraham Paper (A18)'],CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC,O,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC.O,True,8993,Water,-7.21,0.3799999999999999,0.14439999999999992
CC(C)CCCC(C)CCCC(C)CCCC(C)C=C,O,,3.75,10.1016/j.cej.2021.129307,['Abraham Paper (A28)'],C=CC(C)CCCC(C)CCCC(C)CCCC(C)C,O,C=CC(C)CCCC(C)CCCC(C)CCCC(C)C.O,True,1601,Water,4.13,0.3799999999999999,0.14439999999999992
C[N+]([O-])=O,Fc1c(F)c(F)c(F)c(F)c1F,,-4.26,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.04,C[N+](=O)[O-],Fc1c(F)c(F)c(F)c(F)c1F,C[N+](=O)[O-].Fc1c(F)c(F)c(F)c(F)c1F,True,14399,PerFluoroBenzene,-3.88,0.3799999999999999,0.14439999999999992
CCCCCCC,CCCCCCCCCC,,-4.53,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=37088)', 'CompSol Binary (entry number=37090)']",CCCCCCC,CCCCCCCCCC,CCCCCCC.CCCCCCCCCC,True,7995,n-Decane,-4.15,0.3799999999999999,0.14439999999999992
CCCCC,ClC(Cl)Cl,,-3.23,10.1016/j.cej.2021.129307,"['Abraham Paper (A7)', 'CompSol Binary (entry number=61560)', 'CompSol Binary (entry number=61561)', 'CompSol Binary (entry number=61562)']",CCCCC,ClC(Cl)Cl,CCCCC.ClC(Cl)Cl,True,7492,Chloroform,-3.61,0.3799999999999999,0.14439999999999992
Cc1ccccc1,CCCCCC,,-4.8100000000000005,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.03,Cc1ccccc1,CCCCCC,Cc1ccccc1.CCCCCC,True,15392,n-Hexane,-5.19,0.3799999999999999,0.14439999999999992
CC(C)CCC(C)C,CCO,,-3.92,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=39144)', 'CompSol Binary (entry number=39145)']",CC(C)CCC(C)C,CCO,CC(C)CCC(C)C.CCO,True,4016,Ethanol,-3.54,0.3799999999999999,0.14439999999999992
CCCCCCO,CCCCCCCCCCCC,,-4.28,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCCCO,CCCCCCCCCCCC,CCCCCCO.CCCCCCCCCCCC,True,9124,n-Dodecane,-4.66,0.3799999999999999,0.14439999999999992
CC1=CC(=C(C=C1C)C)C,CO,,-6.18,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",Cc1cc(C)c(C)cc1C,CO,Cc1cc(C)c(C)cc1C.CO,True,14619,Methanol,-5.8,0.3799999999999999,0.14439999999999992
COC(CCl)(OC)OC,O,,-4.59,10.1016/j.cej.2021.129307,['FreeSolv (entry number=97)'],COC(CCl)(OC)OC,O,COC(CCl)(OC)OC.O,True,13105,Water,-4.21,0.3799999999999999,0.14439999999999992
CC(O)=O,CCCCCCCO,,-6.7,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)O,CCCCCCCO,CC(=O)O.CCCCCCCO,True,2681,1-Heptanol,-6.32,0.3799999999999999,0.14439999999999992
CC(C)C1=CC=CC=C1,CCCCCCCCO,,-5.43,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'CompSol Binary (entry number=13162)']",CC(C)c1ccccc1,CCCCCCCCO,CC(C)c1ccccc1.CCCCCCCCO,True,4535,n-Octanol,-5.05,0.3799999999999999,0.14439999999999992
CCC=C,OCC(C)C,,-1.98,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",C=CCC,CC(C)CO,C=CCC.CC(C)CO,True,1772,2-Methyl-1-Propanol,-2.36,0.3799999999999999,0.14439999999999992
CCCC(C)=O,CCCCc1ccccc1,,-4.74,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCC(C)=O,CCCCc1ccccc1,CCCC(C)=O.CCCCc1ccccc1,True,6831,n-ButylBenzene,-5.12,0.3799999999999999,0.14439999999999992
CCc1cccc2c1cccc2,O,,-2.3,10.1016/j.cej.2021.129307,"['FreeSolv (entry number=457)', 'CompSol Binary (entry number=62881)', 'CompSol Binary (entry number=62882)', 'CompSol Binary (entry number=62883)']",CCc1cccc2ccccc12,O,CCc1cccc2ccccc12.O,True,11764,Water,-1.92,0.3799999999999999,0.14439999999999992
OCC=C,OCC=C,,-5.5,Compsol pure,solute-solvent same,C=CCO,C=CCO,C=CCO.C=CCO,True,2056,2-Propen-1-ol,-5.88,0.3799999999999999,0.14439999999999992
C=C(Cl)Cl,CCO,,-3.25,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C=C(Cl)Cl,CCO,C=C(Cl)Cl.CCO,True,1304,Ethanol,-2.87,0.3799999999999999,0.14439999999999992
CC(C)C,C1=CC=C(C=C1)N,,-1.07,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=31877)'],CC(C)C,Nc1ccccc1,CC(C)C.Nc1ccccc1,True,3737,Aniline,-1.45,0.3799999999999999,0.14439999999999992
C1=CC=C(C=C1)Cl,OCC(C)C,,-5.09,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",Clc1ccccc1,CC(C)CO,Clc1ccccc1.CC(C)CO,True,16606,2-Methyl-1-Propanol,-5.47,0.3799999999999999,0.14439999999999992
CC1=CC(=C(C=C1C)C)C,O,,-0.72,10.1016/j.cej.2021.129307,"['Abraham Paper (A25)', 'Abraham Paper (A25)']",Cc1cc(C)c(C)cc1C,O,Cc1cc(C)c(C)cc1C.O,True,14621,Water,-0.34,0.37999999999999995,0.14439999999999997
CC,CC(=O)OCC,,-0.67,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",CC,CCOC(C)=O,CC.CCOC(C)=O,True,4894,EthylEthanoate,-1.05,0.38,0.1444
C(=O)=O,c1cccc(C)c1C,,-0.43,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],O=C=O,Cc1ccccc1C,O=C=O.Cc1ccccc1C,True,20655,o-Xylene,-0.05,0.38,0.1444
C=CC#C,O,,0.04,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C#CC=C,O,C#CC=C.O,True,194,Water,-0.34,0.38,0.1444
c1ccccc1,O,,-0.87,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,c1ccccc1,O,c1ccccc1.O,True,23499,Water,-1.25,0.38,0.1444
C(F)(F)(F)F,CCCCCCC,,0.62,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=42690)']",FC(F)(F)F,CCCCCCC,FC(F)(F)F.CCCCCCC,True,16918,Heptane,1.0,0.38,0.1444
CCC,CC(O)C,,-1.21,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CCC,CC(C)O,CCC.CC(C)O,True,6382,2-Propanol,-1.59,0.3800000000000001,0.14440000000000008
CC,CC(=O)C,,-0.69,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)', 'CompSol Binary (entry number=25805)']",CC,CC(C)=O,CC.CC(C)=O,True,4871,Acetone,-1.07,0.3800000000000001,0.14440000000000008
CCCCCCC,CC(=O)OCCCC,,-4.23,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)', 'CompSol Binary (entry number=29879)']",CCCCCCC,CCCCOC(C)=O,CCCCCCC.CCCCOC(C)=O,True,8007,ButylEthanoate,-3.85,0.38000000000000034,0.14440000000000025
CC1CCCC1,CC#N,,-2.8,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=31584)'],CC1CCCC1,CC#N,CC1CCCC1.CC#N,True,5388,Acetonitrile,-3.18,0.38000000000000034,0.14440000000000025
CCCCC,ClC(Cl)(Cl)Cl,,-3.32,10.1016/j.cej.2021.129307,"['Abraham Paper (A7)', 'CompSol Binary (entry number=58173)', 'CompSol Binary (entry number=58174)']",CCCCC,ClC(Cl)(Cl)Cl,CCCCC.ClC(Cl)(Cl)Cl,True,7490,CarbonTetraChloride,-3.7,0.38000000000000034,0.14440000000000025
NC(N)=O,CCOCC,,-9.11,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,NC(N)=O,CCOCC,NC(N)=O.CCOCC,True,17730,DiethylEther,-9.49,0.3800000000000008,0.14440000000000058
CCCCCCO,CCCCCCCCCCCCCCCC,,-4.904999999999999,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.02,CCCCCCO,CCCCCCCCCCCCCCCC,CCCCCCO.CCCCCCCCCCCCCCCC,True,9125,n-Hexadecane,-4.52,0.3849999999999998,0.14822499999999983
C1COCCO1,CC(C)OC(C)C,,-4.404999999999999,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.02,C1COCCO1,CC(C)OC(C)C,C1COCCO1.CC(C)OC(C)C,True,985,DiIsoPropylEther,-4.79,0.3850000000000007,0.14822500000000052
CO,c1ccccc1C#N,,-3.38,10.1016/j.cej.2021.129307,['Abraham Paper (A26)'],CO,N#Cc1ccccc1,CO.N#Cc1ccccc1,True,12683,BenzoNitrile,-2.99,0.3899999999999997,0.15209999999999976
CCNCC,CCCCCO,,-5.3,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCNCC,CCCCCO,CCNCC.CCCCCO,True,10623,1-Pentanol,-4.91,0.3899999999999997,0.15209999999999976
C(C(Cl)Cl)(Cl)Cl,CCCCCCCCCCCCCCCC,,-5.21,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=42804)'],ClC(Cl)C(Cl)Cl,CCCCCCCCCCCCCCCC,ClC(Cl)C(Cl)Cl.CCCCCCCCCCCCCCCC,True,15949,n-Hexadecane,-4.82,0.3899999999999997,0.15209999999999976
CN(C)C1=CC=C(C=C1)C(=O)OC,O,,-7.01,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",COC(=O)c1ccc(N(C)C)cc1,O,COC(=O)c1ccc(N(C)C)cc1.O,True,12911,Water,-6.62,0.3899999999999997,0.15209999999999976
CCC(C)O,c1ccc(C)cc1C,,-4.14,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],CCC(C)O,Cc1cccc(C)c1,CCC(C)O.Cc1cccc(C)c1,True,6219,m-Xylene,-3.75,0.3899999999999997,0.15209999999999976
CCC1CCCCC1,CC1=CC=CC=C1,,-5.37,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=48837)', 'CompSol Binary (entry number=48838)']",CCC1CCCCC1,Cc1ccccc1,CCC1CCCCC1.Cc1ccccc1,True,6574,Toluene,-4.98,0.3899999999999997,0.15209999999999976
CCC(C)O,c1ccccc1Br,,-4.15,10.1016/j.cej.2021.129307,['Abraham Paper (A6)'],CCC(C)O,Brc1ccccc1,CCC(C)O.Brc1ccccc1,True,6195,BromoBenzene,-4.54,0.3899999999999997,0.15209999999999976
C1=CC(=CC=C1Br)Br,CC(O)(C)C,,-6.86,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",Brc1ccc(Br)cc1,CC(C)(C)O,Brc1ccc(Br)cc1.CC(C)(C)O,True,63,2-Methyl-2-Propanol,-7.25,0.3899999999999997,0.15209999999999976
CCC(C)(C)O,O,,-4.43,10.1016/j.cej.2021.129307,"['Abraham Paper (A10)', 'Abraham Paper (A11)', 'Abraham Paper (A11)', 'Abraham Paper (A11)', 'Abraham Paper (A25)', 'Abraham Paper (A8)', 'FreeSolv (entry number=311)', 'CompSol Binary (entry number=64054)']",CCC(C)(C)O,O,CCC(C)(C)O.O,True,5891,Water,-4.04,0.3899999999999997,0.15209999999999976
Cc1ccccc1[N+]([O-])=O,CCOCC,,-7.21,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Cc1ccccc1[N+](=O)[O-],CCOCC,Cc1ccccc1[N+](=O)[O-].CCOCC,True,15646,DiethylEther,-7.6,0.3899999999999997,0.15209999999999976
CCCCCCC,CCCCCCCCCCCC,,-4.43,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=38223)', 'CompSol Binary (entry number=38224)', 'CompSol Binary (entry number=38225)', 'CompSol Binary (entry number=38226)']",CCCCCCC,CCCCCCCCCCCC,CCCCCCC.CCCCCCCCCCCC,True,7996,n-Dodecane,-4.04,0.3899999999999997,0.15209999999999976
CCCCC,C1=CC=C(C=C1)Br,,-2.95,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=34050)'],CCCCC,Brc1ccccc1,CCCCC.Brc1ccccc1,True,7400,BromoBenzene,-3.34,0.3899999999999997,0.15209999999999976
CCC(C)C,C1=CC=C(C=C1)I,,-2.37,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=46262)', 'CompSol Binary (entry number=46263)']",CCC(C)C,Ic1ccccc1,CCC(C)C.Ic1ccccc1,True,6127,IodoBenzene,-2.76,0.3899999999999997,0.15209999999999976
CCCCCCC(=O)O,O,,-6.12,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=67217)', 'CompSol Binary (entry number=67226)']",CCCCCCC(=O)O,O,CCCCCCC(=O)O.O,True,7900,Water,-5.73,0.3899999999999997,0.15209999999999976
Cc1ccc(cc1)C(=O)C,O,,-4.7,10.1016/j.cej.2021.129307,['FreeSolv (entry number=176)'],CC(=O)c1ccc(C)cc1,O,CC(=O)c1ccc(C)cc1.O,True,2975,Water,-5.09,0.3899999999999997,0.15209999999999976
Cc1cccc(c1C)C,O,,-1.15,10.1016/j.cej.2021.129307,"['FreeSolv (entry number=286)', 'CompSol Binary (entry number=62199)', 'CompSol Binary (entry number=62201)']",Cc1cccc(C)c1C,O,Cc1cccc(C)c1C.O,True,15250,Water,-0.76,0.3899999999999999,0.15209999999999993
C,O1CCOCC1,,0.56,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],C,C1COCCO1,C.C1COCCO1,True,347,"1,4-Dioxane",0.95,0.3899999999999999,0.15209999999999993
CC(C)C,O,,2.32,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(C)C,O,CC(C)C.O,True,3739,Water,1.93,0.3899999999999999,0.15209999999999993
C(=O)=O,c1cc(C)ccc1C,,-0.45,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],O=C=O,Cc1ccc(C)cc1,O=C=O.Cc1ccc(C)cc1,True,20652,p-Xylene,-0.06,0.39,0.1521
C(=O)=O,c1ccc(C)cc1C,,-0.45,10.1016/j.cej.2021.129307,"['Abraham Paper (A30)', 'CompSol Binary (entry number=6631)']",O=C=O,Cc1cccc(C)c1,O=C=O.Cc1cccc(C)c1,True,20653,m-Xylene,-0.06,0.39,0.1521
CC1=CCCC(=CCC(=C(C)C)CC1)C,O,,-0.37,10.1016/j.cej.2021.129307,['Abraham Paper (A28)'],CC1=CCC(=C(C)C)CCC(C)=CCC1,O,CC1=CCC(=C(C)C)CCC(C)=CCC1.O,True,5248,Water,0.02,0.39,0.1521
CC=CC=CC,O,,0.61,10.1016/j.cej.2021.129307,['Abraham Paper (A27)'],CC=CC=CC,O,CC=CC=CC.O,True,5578,Water,0.22,0.39,0.1521
CCC,O1CCOCC1,,-1.24,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],CCC,C1COCCO1,CCC.C1COCCO1,True,6376,"1,4-Dioxane",-0.85,0.39,0.1521
CNC,Clc1ccccc1,,-2.75,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CNC,Clc1ccccc1,CNC.Clc1ccccc1,True,12520,ChloroBenzene,-3.14,0.3900000000000001,0.1521000000000001
C(CCCl)CCl,O,,-2.32,10.1016/j.cej.2021.129307,"['Abraham Paper (A4)', 'FreeSolv (entry number=561)']",ClCCCCCl,O,ClCCCCCl.O,True,16090,Water,-2.71,0.3900000000000001,0.1521000000000001
CCO,c1ccccc1,,-3.35,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.07,CCO,c1ccccc1,CCO.c1ccccc1,True,10792,Benzene,-2.96,0.3900000000000001,0.1521000000000001
FC(F)(F)C(Cl)Br,CCCCCCCCCCCCCCCC,,-2.97,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,FC(F)(F)C(Cl)Br,CCCCCCCCCCCCCCCC,FC(F)(F)C(Cl)Br.CCCCCCCCCCCCCCCC,True,16853,n-Hexadecane,-2.58,0.3900000000000001,0.1521000000000001
C1CCCCC1,CCCCO,,-3.7,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=8841)', 'CompSol Binary (entry number=8860)', 'CompSol Binary (entry number=8861)', 'CompSol Binary (entry number=8875)']",C1CCCCC1,CCCCO,C1CCCCC1.CCCCO,True,759,1-Butanol,-3.31,0.3900000000000001,0.1521000000000001
C(CO)N,CCCCCCC,,-2.5,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=41694)'],NCCO,CCCCCCC,NCCO.CCCCCCC,True,17828,Heptane,-2.89,0.3900000000000001,0.1521000000000001
COC(C)=O,C1CCC2CCCCC2C1,,-2.9,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,COC(C)=O,C1CCC2CCCCC2C1,COC(C)=O.C1CCC2CCCCC2C1,True,13031,Decalin,-2.51,0.3900000000000001,0.1521000000000001
C(Cl)(Cl)Cl,CCCCOCCCC,,-4.16,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A9)']",ClC(Cl)Cl,CCCCOCCCC,ClC(Cl)Cl.CCCCOCCCC,True,15987,DiButylEther,-3.77,0.3900000000000001,0.1521000000000001
CCCCCC,CCCCCO,,-3.33,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CCCCCC,CCCCCO,CCCCCC.CCCCCO,True,7768,1-Pentanol,-2.94,0.3900000000000001,0.1521000000000001
CCC,CCCCC,,-1.81,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=55220)'],CCC,CCCCC,CCC.CCCCC,True,6390,n-Pentane,-2.2,0.3900000000000001,0.1521000000000001
CCCN,CCCCCCCC,,-3.0,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCN,CCCCCCCC,CCCN.CCCCCCCC,True,9903,n-Octane,-2.61,0.3900000000000001,0.1521000000000001
CCO,CC(=O)OC,,-4.11,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",CCO,COC(C)=O,CCO.COC(C)=O,True,10748,MethylEthanoate,-3.72,0.3900000000000001,0.1521000000000001
COC(C)=O,Cc1ccccc1,,-3.81,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,COC(C)=O,Cc1ccccc1,COC(C)=O.Cc1ccccc1,True,13069,Toluene,-3.42,0.3900000000000001,0.1521000000000001
CCN(CC)CC,CCCCCC,,-4.49,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCN(CC)CC,CCCCCC,CCN(CC)CC.CCCCCC,True,10431,n-Hexane,-4.1,0.39000000000000057,0.15210000000000046
CCC(C)O,c1cccc(C)c1C,,-4.19,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],CCC(C)O,Cc1ccccc1C,CCC(C)O.Cc1ccccc1C,True,6220,o-Xylene,-3.8,0.39000000000000057,0.15210000000000046
CCSCC,CCCCCCCCO,,-4.09,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCSCC,CCCCCCCCO,CCSCC.CCCCCCCCO,True,11559,n-Octanol,-4.48,0.39000000000000057,0.15210000000000046
CCC(O)=O,Nc1ccccc1,,-6.2,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCC(=O)O,Nc1ccccc1,CCC(=O)O.Nc1ccccc1,True,5741,Aniline,-5.81,0.39000000000000057,0.15210000000000046
CCC1CCCCC1,CC(O)C,,-4.53,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)', 'CompSol Binary (entry number=25162)', 'CompSol Binary (entry number=25163)']",CCC1CCCCC1,CC(C)O,CCC1CCCCC1.CC(C)O,True,6530,2-Propanol,-4.14,0.39000000000000057,0.15210000000000046
C1CC2=CC=CC3=C2C1=CC=C3,CC(O)(C)C,,-8.39,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",c1cc2c3c(cccc3c1)CC2,CC(C)(C)O,c1cc2c3c(cccc3c1)CC2.CC(C)(C)O,True,22704,2-Methyl-2-Propanol,-8.0,0.39000000000000057,0.15210000000000046
C1=CC(=CC=C1N)[N+](=O)[O-],OCC(C)C,,-11.64,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",Nc1ccc([N+](=O)[O-])cc1,CC(C)CO,Nc1ccc([N+](=O)[O-])cc1.CC(C)CO,True,18255,2-Methyl-1-Propanol,-11.25,0.39000000000000057,0.15210000000000046
CCCCCl,CCCCCC,,-4.05,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=44900)', 'CompSol Binary (entry number=44901)']",CCCCCl,CCCCCC,CCCCCl.CCCCCC,True,9369,n-Hexane,-4.44,0.39000000000000057,0.15210000000000046
CC1=CC(=C(C=C1C)C)C,CC(O)C,,-6.49,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",Cc1cc(C)c(C)cc1C,CC(C)O,Cc1cc(C)c(C)cc1C.CC(C)O,True,14601,2-Propanol,-6.1,0.39000000000000057,0.15210000000000046
O=C1N(C2=C(C(C3=CC=CC=C3)=NC1O)C=C(Cl)C=C2)C,CC(O)C,,-18.14,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,CC(C)O,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21.CC(C)O,True,12286,2-Propanol,-18.53,0.39000000000000057,0.15210000000000046
CCC(=O)OC,CC(C)c1ccccc1,,-4.19,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCC(=O)OC,CC(C)c1ccccc1,CCC(=O)OC.CC(C)c1ccccc1,True,5755,IsoPropylBenzene,-3.8,0.39000000000000057,0.15210000000000046
C[S](C)=O,C[S](C)=O,,-7.66,10.13020/3eks-j059 Compsol pure,Averaged - std : 0.03,CS(C)=O,CS(C)=O,CS(C)=O.CS(C)=O,True,14109,DiMethylSulfoxide,-8.05,0.39000000000000057,0.15210000000000046
CCCCCC(O)=O,CC(C)CO,,-8.77,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCCC(=O)O,CC(C)CO,CCCCCC(=O)O.CC(C)CO,True,7591,2-Methyl-1-Propanol,-9.16,0.39000000000000057,0.15210000000000046
NC1=NC=C(CC2=CC(OC)=C(OC)C(OC)=C2)C(N)=N1,CC(O)CC,,-19.42,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CCC(C)O,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.CCC(C)O,True,13506,2-Butanol,-19.03,0.39000000000000057,0.15210000000000046
CC(C)CC(C)C,CCOCC,,-4.19,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=1740)'],CC(C)CC(C)C,CCOCC,CC(C)CC(C)C.CCOCC,True,3879,DiethylEther,-3.8,0.39000000000000057,0.15210000000000046
