solute,solvent,logS,DGsolv,Reference (DOI),Comments,can_smiles_solute,can_smiles_solvent,concat_smiles,is_chonps_halogens,index,DGsolv_qm,AE,SE
CCOC(=O)C,NC=O,,-3.61,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)', 'CompSol Binary (entry number=41215)', 'CompSol Binary (entry number=41216)']",CCOC(C)=O,NC=O,CCOC(C)=O.NC=O,True,11151,-3.89213547,0.28213547000000005,0.07960042343212093
CCOC(C)=O,O,,-3.0250000000000004,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.07,CCOC(C)=O,O,CCOC(C)=O.O,True,11153,-3.12501343,0.10001342999999974,0.010002686180364847
CCOC(=O)C,C1CCCCC1=O,,-4.33,10.1016/j.cej.2021.129307,['Abraham Paper (A4)'],CCOC(C)=O,O=C1CCCCC1,CCOC(C)=O.O=C1CCCCC1,True,11154,-4.53636437,0.20636437000000019,0.04258625320549698
CCOC(C)=O,S=C=S,,-4.08,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOC(C)=O,S=C=S,CCOC(C)=O.S=C=S,True,11157,-4.1341739,0.05417390000000033,0.002934811441210036
CCOC(C)=O,c1ccccc1,,-4.53,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOC(C)=O,c1ccccc1,CCOC(C)=O.c1ccccc1,True,11160,-4.72599141,0.19599140999999953,0.03841263279378792
CCOC(C)OCC,ClCCCl,,-5.27,10.1016/j.cej.2021.129307,"['Abraham Paper (A34)', 'Abraham Paper (A7)']",CCOC(C)OCC,ClCCCl,CCOC(C)OCC.ClCCCl,True,11169,-5.48673186,0.21673186000000033,0.04697269913905974
CCOC,O,,-2.1,10.1016/j.cej.2021.129307,['FreeSolv (entry number=96)'],CCOC,O,CCOC.O,True,11183,-1.71817403,0.3818259700000002,0.14579107136644104
CCOCC,CCCCCCCCCCCCCCC=C,,-2.74,10.1016/j.cej.2021.129307,['Abraham Paper (A27)'],CCOCC,C=CCCCCCCCCCCCCCC,CCOCC.C=CCCCCCCCCCCCCCC,True,11211,-2.76552924,0.02552924000000001,0.0006517420949776004
CCOCC,CC(=O)C,,-3.25,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",CCOCC,CC(C)=O,CCOCC.CC(C)=O,True,11213,-3.13040301,0.11959698999999979,0.01430344001706005
CCOCC,CCCCCCCC,,-3.05,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCOCC,CCCCCCCC,CCOCC.CCCCCCCC,True,11214,-2.94314983,0.10685016999999997,0.011416958829028892
CCOCC,CCCCCCCCCCCCCCCC,,-2.8,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,CCOCC,CCCCCCCCCCCCCCCC,CCOCC.CCCCCCCCCCCCCCCC,True,11215,-2.68391178,0.11608821999999996,0.013476474822768392
CCOCC,CCCCCCCCO,,-2.9400000000000004,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.05,CCOCC,CCCCCCCCO,CCOCC.CCCCCCCCO,True,11217,-3.33497107,0.39497106999999954,0.15600214613694452
CCOCC,CCCCCO,,-3.12,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CCOCC,CCCCCO,CCOCC.CCCCCO,True,11218,-3.38581795,0.26581794999999975,0.07065918254220237
CCOCC,CCCCO,,-3.1,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CCOCC,CCCCO,CCOCC.CCCCO,True,11221,-3.41680996,0.31680996000000006,0.10036855075520164
CCOCC,CCCCOCCCC,,-3.23,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A9)']",CCOCC,CCCCOCCCC,CCOCC.CCCCOCCCC,True,11222,-3.10610118,0.12389881999999997,0.015350917597392391
CCOCC,CC(=O)N(CC)CC,,-2.95,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOCC,CCN(CC)C(C)=O,CCOCC.CCN(CC)C(C)=O,True,11223,-3.05707443,0.10707442999999994,0.011464933559824888
CCOCC,CCNC(=O)C,,-2.82,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOCC,CCNC(C)=O,CCOCC.CCNC(C)=O,True,11225,-2.95783429,0.13783429000000025,0.018998291499804167
CCOCC,CCNC=O,,-2.78,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOCC,CCNC=O,CCOCC.CCNC=O,True,11226,-3.02029224,0.24029224000000005,0.057740360604217625
CCOCC,CN1CCCC1=O,,-2.77,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOCC,CN1CCCC1=O,CCOCC.CN1CCCC1=O,True,11231,-3.08500546,0.31500546000000007,0.09922843982981164
CCOCC,CN1CCCCC1=O,,-2.77,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOCC,CN1CCCCC1=O,CCOCC.CN1CCCCC1=O,True,11232,-3.10317643,0.33317642999999997,0.11100653350754487
CCOCC,CNC(=O)C,,-2.77,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOCC,CNC(C)=O,CCOCC.CNC(C)=O,True,11233,-2.95725809,0.18725808999999982,0.03506559227044803
CCOCC,CS(=O)C,,-2.2,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=56785)'],CCOCC,CS(C)=O,CCOCC.CS(C)=O,True,11236,-2.37456028,0.17456027999999968,0.03047129135367829
CCOCC,ClC(Cl)(Cl)Cl,,-3.52,10.1016/j.cej.2021.129307,"['Abraham Paper (A7)', 'CompSol Binary (entry number=57404)', 'CompSol Binary (entry number=57405)', 'CompSol Binary (entry number=57411)', 'CompSol Binary (entry number=57412)', 'CompSol Binary (entry number=57413)', 'CompSol Binary (entry number=57414)', 'CompSol Binary (entry number=57415)', 'CompSol Binary (entry number=57416)', 'CompSol Binary (entry number=57417)', 'CompSol Binary (entry number=57418)', 'CompSol Binary (entry number=57419)', 'CompSol Binary (entry number=57420)', 'CompSol Binary (entry number=57421)', 'CompSol Binary (entry number=57422)', 'CompSol Binary (entry number=57423)']",CCOCC,ClC(Cl)(Cl)Cl,CCOCC.ClC(Cl)(Cl)Cl,True,11238,-3.35349698,0.16650301999999995,0.027723255669120383
CCOCCO,CCOCCO,,-6.21,Compsol pure,solute-solvent same,CCOCCO,CCOCCO,CCOCCO.CCOCCO,True,11255,-5.84086183,0.36913817000000027,0.1362629885509491
CCOCCO,CC(=O)OC,,-5.89,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",CCOCCO,COC(C)=O,CCOCCO.COC(C)=O,True,11256,-5.6834676,0.2065323999999995,0.042655632249759795
CCOCCO,ClC(Cl)(Cl)Cl,,-4.87,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],CCOCCO,ClC(Cl)(Cl)Cl,CCOCCO.ClC(Cl)(Cl)Cl,True,11257,-4.56414599,0.30585401,0.09354667543308011
CCOCCOC(=O)C,O,,-5.31,10.1016/j.cej.2021.129307,['FreeSolv (entry number=308)'],CCOCCOC(C)=O,O,CCOCCOC(C)=O.O,True,11269,-5.36791422,0.05791422000000068,0.0033540568782084793
CCOCCOCC,O,,-3.54,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOCCOCC,O,CCOCCOCC.O,True,11273,-4.36972814,0.8297281400000003,0.6884487863078601
CCOCCOCCOCC,CCOCCOCCOCC,,-7.23,Compsol pure,solute-solvent same,CCOCCOCCOCC,CCOCCOCCOCC,CCOCCOCCOCC.CCOCCOCCOCC,True,11279,-7.77276919,0.5427691899999996,0.2945983936132556
CCOCOCC,ClC(Cl)(Cl)Cl,,-4.97,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],CCOCOCC,ClC(Cl)(Cl)Cl,CCOCOCC.ClC(Cl)(Cl)Cl,True,11291,-4.43568348,0.53431652,0.2854941435449104
CCOCOCC,O,,-2.96,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=61893)'],CCOCOCC,O,CCOCOCC.O,True,11294,-2.38163246,0.5783675399999999,0.3345090113256515
CCO[P](=O)(OCC)OCC,C1CCCCC1,,-7.6,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOP(=O)(OCC)OCC,C1CCCCC1,CCOP(=O)(OCC)OCC.C1CCCCC1,True,11321,-7.53984787,0.06015212999999964,0.003618278743536856
CCO[P](=O)(OCC)OCC,CCCCCC,,-6.78,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOP(=O)(OCC)OCC,CCCCCC,CCOP(=O)(OCC)OCC.CCCCCC,True,11323,-7.4330795,0.6530794999999996,0.4265128333202495
CCO[P](=O)(OCC)OCC,CCCCCCC,,-6.67,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOP(=O)(OCC)OCC,CCCCCCC,CCOP(=O)(OCC)OCC.CCCCCCC,True,11324,-7.36453678,0.69453678,0.48238133877276834
CCO[P](=O)(OCC)OCC,CCO[P](=O)(OCC)OCC,,-7.73,Compsol pure,solute-solvent same,CCOP(=O)(OCC)OCC,CCOP(=O)(OCC)OCC,CCOP(=O)(OCC)OCC.CCOP(=O)(OCC)OCC,True,11326,-8.76952996,1.0395299599999994,1.0806225377376004
CCO[P](=O)(OCC)OCC,O,,-7.65,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.15,CCOP(=O)(OCC)OCC,O,CCOP(=O)(OCC)OCC.O,True,11329,-7.0697789,0.5802211000000002,0.3366565248852102
CCO[P](=O)(OCC)OCC,c1ccccc1,,-8.58,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOP(=O)(OCC)OCC,c1ccccc1,CCOP(=O)(OCC)OCC.c1ccccc1,True,11330,-9.63520054,1.0552005399999995,1.1134481796162905
CCOP(=S)(OCC)SCSCC,O,,-4.37,10.1016/j.cej.2021.129307,"["" 'FreeSolv (entry number=483)'""]",CCOP(=S)(OCC)SCSCC,O,CCOP(=S)(OCC)SCSCC.O,True,11392,-4.1685805,0.20141950000000008,0.04056981498025004
CCOC1=CC=C(C=C1)NC(=O)C,CCO,,-13.33,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CCOc1ccc(NC(C)=O)cc1,CCO,CCOc1ccc(NC(C)=O)cc1.CCO,True,11457,-13.6556705,0.3256704999999993,0.10606127457024955
CCOC1=CC=C(C=C1)NC(=O)C,CO,,-13.6,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CCOc1ccc(NC(C)=O)cc1,CO,CCOc1ccc(NC(C)=O)cc1.CO,True,11459,-13.85924576,0.25924576000000066,0.06720836407797794
CCOC1=CC=CC=C1,CCCCCC,,-6.02,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCOc1ccccc1,CCCCCC,CCOc1ccccc1.CCCCCC,True,11477,-6.19093861,0.17093861000000032,0.029220008388732212
CCOc1ccccc1,CCCCCCCCCCCCCCCC,,-5.64,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOc1ccccc1,CCCCCCCCCCCCCCCC,CCOc1ccccc1.CCCCCCCCCCCCCCCC,True,11478,-5.81090957,0.17090957000000007,0.029210081117584923
CCOc1ccccc1,CCOc1ccccc1,,-6.77,10.13020/3eks-j059 Compsol pure,Averaged - std : 0.02,CCOc1ccccc1,CCOc1ccccc1,CCOc1ccccc1.CCOc1ccccc1,True,11480,-6.76109403,0.008905969999999819,7.931630164089677e-05
CCOc1ccccc1,O,,-2.22,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOc1ccccc1,O,CCOc1ccccc1.O,True,11483,-2.15828092,0.06171908000000004,0.0038092448360464047
CCS,CCCCCCCCCCCCCCCC,,-2.96,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCS,CCCCCCCCCCCCCCCC,CCS.CCCCCCCCCCCCCCCC,True,11534,-2.5990499,0.36095010000000016,0.13028497469001013
CCSCC,O,,-1.4449999999999998,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.02,CCSCC,O,CCSCC.O,True,11563,-1.19646802,0.24853197999999987,0.06176814508272034
CCSSCC,CCCCCCCCCCCCCCCC,,-5.74,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCSSCC,CCCCCCCCCCCCCCCC,CCSSCC.CCCCCCCCCCCCCCCC,True,11572,-5.14510863,0.59489137,0.3538957421004769
CC[N+](=O)[O-],CCCCCCCCCCCCCCC=C,,-3.33,10.1016/j.cej.2021.129307,['Abraham Paper (A27)'],CC[N+](=O)[O-],C=CCCCCCCCCCCCCCC,CC[N+](=O)[O-].C=CCCCCCCCCCCCCCC,True,11627,-3.44843385,0.11843384999999973,0.014026576825822435
CC[N+](=O)[O-],CCCC(C)C,,-4.09,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=23918)'],CC[N+](=O)[O-],CCCC(C)C,CC[N+](=O)[O-].CCCC(C)C,True,11629,-3.51225657,0.57774343,0.33378747090816485
CC[N+]([O-])=O,CCCCCC,,-3.19,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC[N+](=O)[O-],CCCCCC,CC[N+](=O)[O-].CCCCCC,True,11630,-3.48234835,0.29234835000000015,0.08546755774772259
CC[N+]([O-])=O,CC[N+]([O-])=O,,-5.5600000000000005,10.13020/3eks-j059 Compsol pure,Averaged - std : 0.03,CC[N+](=O)[O-],CC[N+](=O)[O-],CC[N+](=O)[O-].CC[N+](=O)[O-],True,11635,-5.61891426,0.058914259999999885,0.0034708900313475863
CCc1ccc(cc1)C,O,,-0.95,10.1016/j.cej.2021.129307,['FreeSolv (entry number=374)'],CCc1ccc(C)cc1,O,CCc1ccc(C)cc1.O,True,11685,-0.45987027,0.49012972999999993,0.24022715222987284
CCC1=CC=C(C=C1)O,CCCCCCCC,,-6.44,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCc1ccc(O)cc1,CCCCCCCC,CCc1ccc(O)cc1.CCCCCCCC,True,11703,-6.53309771,0.09309770999999945,0.008667183607243997
CCC1=CC=C(C=C1)O,c1ccc(C)cc1C,,-7.83,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],CCc1ccc(O)cc1,Cc1cccc(C)c1,CCc1ccc(O)cc1.Cc1cccc(C)c1,True,11705,-7.52330812,0.3066918799999998,0.09405990925793428
CCC1=CC=C(C=C1)O,O,,-6.14,10.1016/j.cej.2021.129307,"['Abraham Paper (A27)', 'Abraham Paper (A6)', 'Abraham Paper (A6)', 'FreeSolv (entry number=210)']",CCc1ccc(O)cc1,O,CCc1ccc(O)cc1.O,True,11708,-5.90618186,0.23381813999999945,0.05467092259305934
CCc1cccc2c1cccc2,O,,-2.3,10.1016/j.cej.2021.129307,"['FreeSolv (entry number=457)', 'CompSol Binary (entry number=62881)', 'CompSol Binary (entry number=62882)', 'CompSol Binary (entry number=62883)']",CCc1cccc2ccccc12,O,CCc1cccc2ccccc12.O,True,11764,-2.13671956,0.16328043999999986,0.026660502086593554
CCC1=CC=CC=C1,CC#N,,-5.19,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=31517)', 'CompSol Binary (entry number=31518)', 'CompSol Binary (entry number=31519)', 'CompSol Binary (entry number=31520)']",CCc1ccccc1,CC#N,CCc1ccccc1.CC#N,True,11769,-5.04013609,0.14986391000000054,0.022459191520488263
CCC1=CC=CC=C1,CC(O)(C)C,,-4.99,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CCc1ccccc1,CC(C)(C)O,CCc1ccccc1.CC(C)(C)O,True,11771,-5.25244187,0.26244186999999997,0.06887573512909688
CCC1=CC=CC=C1,CC(O)C,,-4.88,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)', 'CompSol Binary (entry number=25159)', 'CompSol Binary (entry number=25160)']",CCc1ccccc1,CC(C)O,CCc1ccccc1.CC(C)O,True,11774,-5.22616666,0.34616665999999974,0.11983135649555542
CCC1=CC=CC=C1,CCCC#N,,-5.6,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=34310)'],CCc1ccccc1,CCCC#N,CCc1ccccc1.CCCC#N,True,11778,-5.47284256,0.1271574399999995,0.016169014547353474
CCC1=CC=CC=C1,CCCCCCC,,-5.36,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=42315)', 'CompSol Binary (entry number=42316)', 'CompSol Binary (entry number=42317)', 'CompSol Binary (entry number=42350)']",CCc1ccccc1,CCCCCCC,CCc1ccccc1.CCCCCCC,True,11781,-5.4253993,0.06539929999999927,0.004277068440489905
CCc1ccccc1,CCCCCCCCCO,,-4.61,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCc1ccccc1,CCCCCCCCCO,CCc1ccccc1.CCCCCCCCCO,True,11785,-5.20480954,0.59480954,0.3537983888750116
CCc1ccccc1,CCCCCCCO,,-4.58,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCc1ccccc1,CCCCCCCO,CCc1ccccc1.CCCCCCCO,True,11787,-5.25606984,0.6760698400000003,0.4570704285576259
CCC1=CC=CC=C1,C(=O)N(CCCC)CCCC,,-5.44,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCc1ccccc1,CCCCN(C=O)CCCC,CCc1ccccc1.CCCCN(C=O)CCCC,True,11790,-5.5434943,0.10349429999999948,0.010711070132489894
CCC1=CC=CC=C1,CCO,,-4.83,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=39692)']",CCc1ccccc1,CCO,CCc1ccccc1.CCO,True,11794,-5.16207463,0.33207463000000015,0.110273559889637
CCc1ccccc1,CCc1ccccc1,,-5.695,10.13020/3eks-j059 Compsol pure,Averaged - std : 0.02,CCc1ccccc1,CCc1ccccc1,CCc1ccccc1.CCc1ccccc1,True,11797,-5.70899183,0.01399183000000015,0.00019577130674890418
CCC1=CC=CC=C1,CN(C)C=O,,-5.41,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=50846)'],CCc1ccccc1,CN(C)C=O,CCc1ccccc1.CN(C)C=O,True,11798,-5.26952186,0.14047813999999992,0.019734107817859576
CCC1=CC=CC=C1,CO,,-4.86,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=47460)', 'CompSol Binary (entry number=47461)']",CCc1ccccc1,CO,CCc1ccccc1.CO,True,11801,-4.93761044,0.07761043999999995,0.006023380396993592
CCC1=CC=CC=C1,COCCO,,-5.05,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=22125)'],CCc1ccccc1,COCCO,CCc1ccccc1.COCCO,True,11802,-5.15581207,0.10581206999999981,0.011196194157684861
CCc1ccccc1,ClC(Cl)Cl,,-5.84,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCc1ccccc1,ClC(Cl)Cl,CCc1ccccc1.ClC(Cl)Cl,True,11803,-6.08973736,0.24973736000000013,0.06236874897976966
CCC1=CC=CC=C1,C1COCCN1C=O,,-5.01,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCc1ccccc1,O=CN1CCOCC1,CCc1ccccc1.O=CN1CCOCC1,True,11808,-5.01960725,0.009607250000000178,9.229925256250343e-05
CCC1=CC=CC=C1C,O,,-0.95,10.1016/j.cej.2021.129307,"['Abraham Paper (A25)', 'FreeSolv (entry number=402)']",CCc1ccccc1C,O,CCc1ccccc1C.O,True,11822,-0.92889469,0.021105309999999933,0.0004454341101960972
CCC1=CC=CC=C1O,CCCCCC,,-6.6,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCc1ccccc1O,CCCCCC,CCc1ccccc1O.CCCCCC,True,11828,-6.60173371,0.0017337100000007766,3.0057503641026926e-06
CCC1=CC=CS1,O,,-0.93,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=63833)'],CCc1cccs1,O,CCc1cccs1.O,True,11839,-1.14169051,0.21169051000000005,0.044812872024060126
CCc1ccncc1,CCCCCCCCO,,-7.8,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCc1ccncc1,CCCCCCCCO,CCc1ccncc1.CCCCCCCCO,True,11842,-7.02110672,0.7788932800000001,0.6066747416291586
CCc1cnccn1,CCCCCCCC,,-5.51,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCc1cnccn1,CCCCCCCC,CCc1cnccn1.CCCCCCCC,True,11846,-5.6743274,0.16432740000000035,0.027003494390760115
CCc1cnccn1,CCCCCCCCO,,-6.4,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCc1cnccn1,CCCCCCCCO,CCc1cnccn1.CCCCCCCCO,True,11847,-6.70911121,0.3091112099999993,0.09554974014766367
CCc1cnccn1,CCCCOCCCC,,-5.87,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCc1cnccn1,CCCCOCCCC,CCc1cnccn1.CCCCOCCCC,True,11848,-6.06994702,0.19994701999999975,0.0399788108068803
CCc1cnccn1,O,,-5.48,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.03,CCc1cnccn1,O,CCc1cnccn1.O,True,11850,-5.60190596,0.12190595999999942,0.01486106308352146
CCl,c1ccccc1Br,,-2.17,10.1016/j.cej.2021.129307,['Abraham Paper (A6)'],CCl,Brc1ccccc1,CCl.Brc1ccccc1,True,11873,-2.27271566,0.10271565999999988,0.010550506809235574
CCl,ClC(Cl)(Cl)Cl,,-2.2,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],CCl,ClC(Cl)(Cl)Cl,CCl.ClC(Cl)(Cl)Cl,True,11879,-1.9814135,0.21858650000000024,0.0477800579822501
CCl,c1ccccc1Cl,,-2.21,10.1016/j.cej.2021.129307,['Abraham Paper (A6)'],CCl,Clc1ccccc1,CCl.Clc1ccccc1,True,11881,-2.30142713,0.09142713000000002,0.008358920100036905
CI,CC(=O)C,,-3.56,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)', 'CompSol Binary (entry number=25895)']",CI,CC(C)=O,CI.CC(C)=O,True,11913,-3.95304778,0.39304777999999985,0.15448655736292827
CI,CCCCCCC,,-3.03,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CI,CCCCCCC,CI.CCCCCCC,True,11916,-3.17862046,0.14862046000000007,0.022088041130611618
CI,CCCCCCCC,,-2.99,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CI,CCCCCCCC,CI.CCCCCCCC,True,11917,-3.14047952,0.15047951999999976,0.022644085939430326
CI,CCCCCCCCCCCCCCCC,,-2.88,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CI,CCCCCCCCCCCCCCCC,CI.CCCCCCCCCCCCCCCC,True,11918,-2.93500732,0.05500732000000008,0.003025805253582409
CI,CCO,,-2.99,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CI,CCO,CI.CCO,True,11922,-3.51254332,0.5225433199999996,0.27305152127662197
CI,CC(=O)OCC,,-3.46,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",CI,CCOC(C)=O,CI.CCOC(C)=O,True,11923,-3.96324729,0.50324729,0.2532578348923441
CI,CCOCC,,-3.51,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CI,CCOCC,CI.CCOCC,True,11924,-3.87490252,0.36490252000000023,0.13315384910235056
CI,C(=O)N(C)C,,-3.49,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CI,CN(C)C=O,CI.CN(C)C=O,True,11926,-3.98596875,0.49596874999999985,0.24598500097656234
CI,CO,,-3.21,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CI,CO,CI.CO,True,11928,-3.48163451,0.27163451000000016,0.07378530702294019
CI,ClCCCl,,-3.62,10.1016/j.cej.2021.129307,"['Abraham Paper (A34)', 'Abraham Paper (A7)']",CI,ClCCCl,CI.ClCCCl,True,11932,-3.88287661,0.26287660999999973,0.06910411208509196
CI,c1ccccc1C#N,,-3.41,10.1016/j.cej.2021.129307,['Abraham Paper (A26)'],CI,N#Cc1ccccc1,CI.N#Cc1ccccc1,True,11934,-3.97978101,0.5697810099999998,0.3246503993566199
CI,O,,-0.89,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CI,O,CI.O,True,11936,-1.48723772,0.59723772,0.35669289419079836
CI,C1CCCCC1=O,,-3.58,10.1016/j.cej.2021.129307,['Abraham Paper (A4)'],CI,O=C1CCCCC1,CI.O=C1CCCCC1,True,11937,-4.04146363,0.4614636299999999,0.21294868181277682
CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,OCCC(C)C,,-14.64,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CC(C)CCO,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1.CC(C)CCO,True,11966,-14.09008074,0.5499192600000011,0.3024111925189488
CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,CC(=O)OCCCC,,-14.47,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CCCCOC(C)=O,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1.CCCCOC(C)=O,True,11969,-14.77794085,0.3079408499999996,0.09482756709872225
CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,CC(=O)OCC,,-14.6,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CCOC(C)=O,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1.CCOC(C)=O,True,11971,-15.20127567,0.6012756699999997,0.3615324313339485
CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,ClC(Cl)(Cl)Cl,,-12.45,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,ClC(Cl)(Cl)Cl,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1.ClC(Cl)(Cl)Cl,True,11973,-12.77950402,0.3295040199999999,0.10857289919616034
CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,ClC(Cl)Cl,,-14.46,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,ClC(Cl)Cl,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1.ClC(Cl)Cl,True,11974,-14.87554454,0.4155445399999991,0.17267726472381084
CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,c1ccccc1Cl,,-13.55,10.1016/j.cej.2021.129307,['Abraham Paper (A6)'],CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,Clc1ccccc1,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1.Clc1ccccc1,True,11977,-13.76400864,0.21400863999999942,0.04579969799464935
