solute,solvent,logS,DGsolv,Reference (DOI),Comments,can_smiles_solute,can_smiles_solvent,concat_smiles,is_chonps_halogens,index
CCO,CO,,-5.28,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=47442)']",CCO,CO,CCO.CO,True,10746
CCO,CC(C)(C)OC,,-3.94,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CCO,COC(C)(C)C,CCO.COC(C)(C)C,True,10747
CCO,CC(=O)OC,,-4.11,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",CCO,COC(C)=O,CCO.COC(C)=O,True,10748
CCO,COC(C)O,,-4.71,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCO,COC(C)O,CCO.COC(C)O,True,10749
CCO,COCCO,,-4.79,10.1016/j.cej.2021.129307,"["" 'Abraham Paper (A12)'"", "" 'CompSol Binary (entry number=22116)'"", "" 'CompSol Binary (entry number=22121)'""]",CCO,COCCO,CCO.COCCO,True,10750
CCO,COP(=O)(OC)OC,,-4.98,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=55864)'],CCO,COP(=O)(OC)OC,CCO.COP(=O)(OC)OC,True,10751
CCO,COc1ccccc1,,-3.555,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.03,CCO,COc1ccccc1,CCO.COc1ccccc1,True,10752
CCO,C[S](C)=O,,-5.245,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.00,CCO,CS(C)=O,CCO.CS(C)=O,True,10753
CCO,C[N+]([O-])=O,,-4.16,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCO,C[N+](=O)[O-],CCO.C[N+](=O)[O-],True,10754
CCO,Cc1ccc(C)cc1,,-3.12,10.1016/j.cej.2021.129307,"["" 'Abraham Paper (A30)'"", "" 'CompSol Binary (entry number=7367)'"", "" 'CompSol Binary (entry number=7368)'""]",CCO,Cc1ccc(C)cc1,CCO.Cc1ccc(C)cc1,True,10755
CCO,c1ccc(C)cc1C,,-3.0,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],CCO,Cc1cccc(C)c1,CCO.Cc1cccc(C)c1,True,10756
CCO,CC1=NC(=CC=C1)C,,-4.87,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=19340)', 'CompSol Binary (entry number=19341)']",CCO,Cc1cccc(C)n1,CCO.Cc1cccc(C)n1,True,10757
CCO,CC1=CC(O)=CC=C1,,-5.53,10.1016/j.cej.2021.129307,"["" 'CompSol Binary (entry number=27426)'"", "" 'CompSol Binary (entry number=27427)'""]",CCO,Cc1cccc(O)c1,CCO.Cc1cccc(O)c1,True,10758
CCO,Cc1ccccc1,,-3.2750000000000004,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.05,CCO,Cc1ccccc1,CCO.Cc1ccccc1,True,10759
CCO,Cc1ccccc1C,,-3.42,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCO,Cc1ccccc1C,CCO.Cc1ccccc1C,True,10760
CCO,Cc1ccccn1,,-4.99,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.02,CCO,Cc1ccccn1,CCO.Cc1ccccn1,True,10761
CCO,Cc1cccnc1C,,-4.87,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCO,Cc1cccnc1C,CCO.Cc1cccnc1C,True,10762
CCO,ClC(Cl)(Cl)Cl,,-2.97,10.1016/j.cej.2021.129307,"["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=57913)'"", "" 'CompSol Binary (entry number=57919)'"", "" 'CompSol Binary (entry number=57920)'""]",CCO,ClC(Cl)(Cl)Cl,CCO.ClC(Cl)(Cl)Cl,True,10763
CCO,ClC(Cl)Cl,,-3.95,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,CCO,ClC(Cl)Cl,CCO.ClC(Cl)Cl,True,10764
CCO,ClCCl,,-3.785,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.03,CCO,ClCCl,CCO.ClCCl,True,10765
CCO,Clc1ccccc1,,-3.24,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.06,CCO,Clc1ccccc1,CCO.Clc1ccccc1,True,10766
CCO,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,,-1.55,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=58814)'],CCO,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCO.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,True,10767
CCO,C1(=C(C(=C(C(=C1F)F)F)F)F)F,,-2.79,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=44605)'],CCO,Fc1c(F)c(F)c(F)c(F)c1F,CCO.Fc1c(F)c(F)c(F)c(F)c1F,True,10768
CCO,Fc1ccccc1,,-3.385,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.07,CCO,Fc1ccccc1,CCO.Fc1ccccc1,True,10769
CCO,C(I)I,,-2.83,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=37918)'],CCO,ICI,CCO.ICI,True,10770
CCO,Ic1ccccc1,,-3.1100000000000003,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.07,CCO,Ic1ccccc1,CCO.Ic1ccccc1,True,10771
CCO,N#Cc1ccccc1,,-4.05,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCO,N#Cc1ccccc1,CCO.N#Cc1ccccc1,True,10772
CCO,C(=O)N,,-4.84,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=41230)'],CCO,NC=O,CCO.NC=O,True,10773
CCO,Nc1ccccc1,,-4.415,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.04,CCO,Nc1ccccc1,CCO.Nc1ccccc1,True,10774
CCO,O,,-5.01,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCO,O,CCO.O,True,10776
CCO,O=C1CCCCC1,,-4.375,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.04,CCO,O=C1CCCCC1,CCO.O=C1CCCCC1,True,10777
CCO,C1CC(=O)OC1,,-4.44,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=37837)', 'CompSol Binary (entry number=37838)']",CCO,O=C1CCCO1,CCO.O=C1CCCO1,True,10778
CCO,C1COCCN1C=O,,-4.53,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)', 'CompSol Binary (entry number=28861)', 'CompSol Binary (entry number=28862)']",CCO,O=CN1CCOCC1,CCO.O=CN1CCOCC1,True,10779
CCO,O=[S]1(=O)CCCC1,,-4.3,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCO,O=S1(=O)CCCC1,CCO.O=S1(=O)CCCC1,True,10780
CCO,C(C(CO)O)O,,-4.32,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=2201)'],CCO,OCC(O)CO,CCO.OCC(O)CO,True,10781
CCO,C(CO)O,,-4.71,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=5613)', 'CompSol Binary (entry number=5643)']",CCO,OCCO,CCO.OCCO,True,10782
CCO,C(COCCO)O,,-4.56,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=16912)', 'CompSol Binary (entry number=16913)', 'CompSol Binary (entry number=16914)']",CCO,OCCOCCO,CCO.OCCOCCO,True,10783
CCO,C(COCCOCCO)O,,-4.17,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=15804)'],CCO,OCCOCCOCCO,CCO.OCCOCCOCCO,True,10784
CCO,OCc1ccccc1,,-4.815,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.02,CCO,OCc1ccccc1,CCO.OCc1ccccc1,True,10785
CCO,S=C=S,,-2.715,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,CCO,S=C=S,CCO.S=C=S,True,10786
CCO,[H]O[H],,-5.08,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=69260)'],CCO,[H]O[H],CCO.[H]O[H],True,10787
CCO,C1=CC=C(C=C1)COCC2=CC=CC=C2,,-3.38,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=836)', 'CompSol Binary (entry number=837)']",CCO,c1ccc(COCc2ccccc2)cc1,CCO.c1ccc(COCc2ccccc2)cc1,True,10788
CCO,O(c1ccccc1)c2ccccc2,,-3.22,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCO,c1ccc(Oc2ccccc2)cc1,CCO.c1ccc(Oc2ccccc2)cc1,True,10789
CCO,C1CCc2ccccc2C1,,-1.54,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCO,c1ccc2c(c1)CCCC2,CCO.c1ccc2c(c1)CCCC2,True,10790
CCO,C1=CC=C2C(=C1)C=CC=N2,,-4.53,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=56701)', 'CompSol Binary (entry number=56702)']",CCO,c1ccc2ncccc2c1,CCO.c1ccc2ncccc2c1,True,10791
CCO,c1ccccc1,,-3.35,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.07,CCO,c1ccccc1,CCO.c1ccccc1,True,10792
CCO,c1ccncc1,,-5.065,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.02,CCO,c1ccncc1,CCO.c1ccncc1,True,10793
CCOC(=O)\C=C/C(=O)OCC,CCOC(=O)\C=C/C(=O)OCC,,-8.19,Compsol pure,solute-solvent same,CCOC(=O)/C=C\C(=O)OCC,CCOC(=O)/C=C\C(=O)OCC,CCOC(=O)/C=C\C(=O)OCC.CCOC(=O)/C=C\C(=O)OCC,True,10802
CCOC(=O)C(=O)OCC,CCOC(=O)C(=O)OCC,,-7.48,Compsol pure,solute-solvent same,CCOC(=O)C(=O)OCC,CCOC(=O)C(=O)OCC,CCOC(=O)C(=O)OCC.CCOC(=O)C(=O)OCC,True,10818
CCOC(=O)C(C)(C)C,CCOC(=O)C(C)(C)C,,-5.28,Compsol pure,solute-solvent same,CCOC(=O)C(C)(C)C,CCOC(=O)C(C)(C)C,CCOC(=O)C(C)(C)C.CCOC(=O)C(C)(C)C,True,10829
CCOC(=O)C(C)C,CCOC(=O)C(C)C,,-5.1,Compsol pure,solute-solvent same,CCOC(=O)C(C)C,CCOC(=O)C(C)C,CCOC(=O)C(C)C.CCOC(=O)C(C)C,True,10834
CCOC(=O)C(C)O,CCOC(=O)C(C)O,,-6.69,Compsol pure,solute-solvent same,CCOC(=O)C(C)O,CCOC(=O)C(C)O,CCOC(=O)C(C)O.CCOC(=O)C(C)O,True,10840
CCOC(=O)CC#N,CCOC(=O)CC#N,,-8.28,Compsol pure,solute-solvent same,CCOC(=O)CC#N,CCOC(=O)CC#N,CCOC(=O)CC#N.CCOC(=O)CC#N,True,10891
CCOC(=O)CC(=O)OCC,CCOC(=O)CC(=O)OCC,,-7.73,Compsol pure,solute-solvent same,CCOC(=O)CC(=O)OCC,CCOC(=O)CC(=O)OCC,CCOC(=O)CC(=O)OCC.CCOC(=O)CC(=O)OCC,True,10894
CCOC(=O)CC(=O)OCC,O,,-6.0,10.1016/j.cej.2021.129307,"["" 'FreeSolv (entry number=392)'""]",CCOC(=O)CC(=O)OCC,O,CCOC(=O)CC(=O)OCC.O,True,10896
CCOC(=O)CC(C)=O,CCOC(=O)CC(C)=O,,-7.25,Compsol pure,solute-solvent same,CCOC(=O)CC(C)=O,CCOC(=O)CC(C)=O,CCOC(=O)CC(C)=O.CCOC(=O)CC(C)=O,True,10897
CCOC(=O)CC(C)C,CCOC(=O)CC(C)C,,-5.71,Compsol pure,solute-solvent same,CCOC(=O)CC(C)C,CCOC(=O)CC(C)C,CCOC(=O)CC(C)C.CCOC(=O)CC(C)C,True,10899
CCC(=O)OCC,CCCCCCCC,,-4.11,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCOC(=O)CC,CCCCCCCC,CCOC(=O)CC.CCCCCCCC,True,10908
CCC(=O)OCC,CCCCCCCCCCCCCCCC,,-3.91,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=44137)', 'CompSol Binary (entry number=44138)']",CCOC(=O)CC,CCCCCCCCCCCCCCCC,CCOC(=O)CC.CCCCCCCCCCCCCCCC,True,10909
CCC(=O)OCC,CCCCCCCCO,,-4.3,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'CompSol Binary (entry number=13644)']",CCOC(=O)CC,CCCCCCCCO,CCOC(=O)CC.CCCCCCCCO,True,10910
CCOC(=O)CC,CCOC(=O)CC,,-4.97,Compsol pure,solute-solvent same,CCOC(=O)CC,CCOC(=O)CC,CCOC(=O)CC.CCOC(=O)CC,True,10911
CCC(=O)OCC,CCOCCO,,-4.58,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CCOC(=O)CC,CCOCCO,CCOC(=O)CC.CCOCCO,True,10912
CCC(=O)OCC,CN1CCCC1=O,,-4.49,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOC(=O)CC,CN1CCCC1=O,CCOC(=O)CC.CN1CCCC1=O,True,10913
CCC(=O)OCC,O,,-2.7,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'FreeSolv (entry number=39)', 'CompSol Binary (entry number=68783)']",CCOC(=O)CC,O,CCOC(=O)CC.O,True,10915
CCC(=O)OCC,C1COCCN1C=O,,-4.3,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOC(=O)CC,O=CN1CCOCC1,CCOC(=O)CC.O=CN1CCOCC1,True,10916
CCC(=O)OCC,[H]O[H],,-2.8,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=69289)'],CCOC(=O)CC,[H]O[H],CCOC(=O)CC.[H]O[H],True,10917
CCOC(=O)CCC(=O)OCC,CCOC(=O)CCC(=O)OCC,,-8.61,Compsol pure,solute-solvent same,CCOC(=O)CCC(=O)OCC,CCOC(=O)CCC(=O)OCC,CCOC(=O)CCC(=O)OCC.CCOC(=O)CCC(=O)OCC,True,10921
CCOC(=O)CCC(=O)OCC,O,,-5.71,10.1016/j.cej.2021.129307,['FreeSolv (entry number=159)'],CCOC(=O)CCC(=O)OCC,O,CCOC(=O)CCC(=O)OCC.O,True,10923
CCOC(=O)CCC(C)=O,CCOC(=O)CCC(C)=O,,-7.97,Compsol pure,solute-solvent same,CCOC(=O)CCC(C)=O,CCOC(=O)CCC(C)=O,CCOC(=O)CCC(C)=O.CCOC(=O)CCC(C)=O,True,10926
CCOC(=O)CCl,CCOC(=O)CCl,,-6.23,Compsol pure,solute-solvent same,CCOC(=O)CCl,CCOC(=O)CCl,CCOC(=O)CCl.CCOC(=O)CCl,True,10940
CCOC(=O)Cc1ccccc1,CCOC(=O)Cc1ccccc1,,-8.39,Compsol pure,solute-solvent same,CCOC(=O)Cc1ccccc1,CCOC(=O)Cc1ccccc1,CCOC(=O)Cc1ccccc1.CCOC(=O)Cc1ccccc1,True,10963
CCOC(Cl)=O,CCOC(Cl)=O,,-5.38,Compsol pure,solute-solvent same,CCOC(=O)Cl,CCOC(=O)Cl,CCOC(=O)Cl.CCOC(=O)Cl,True,10966
CCOC(=O)OCC,CCOC(=O)OCC,,-5.66,Compsol pure,solute-solvent same,CCOC(=O)OCC,CCOC(=O)OCC,CCOC(=O)OCC.CCOC(=O)OCC,True,10995
CCOC(=O)OCC,CC(C)(C)OC,,-5.35,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CCOC(=O)OCC,COC(C)(C)C,CCOC(=O)OCC.COC(C)(C)C,True,10996
CCOC(=O)OCC,ClC(Cl)(Cl)Cl,,-5.78,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],CCOC(=O)OCC,ClC(Cl)(Cl)Cl,CCOC(=O)OCC.ClC(Cl)(Cl)Cl,True,10997
CCOC(=O)OCC,O,,-3.28,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=66194)'],CCOC(=O)OCC,O,CCOC(=O)OCC.O,True,10999
CCOC(=O)C1=CC=C(C=C1)N,OCCC(C)C,,-11.05,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CCOC(=O)c1ccc(N)cc1,CC(C)CCO,CCOC(=O)c1ccc(N)cc1.CC(C)CCO,True,11023
CCOC(=O)C1=CC=C(C=C1)N,CCCC(O)C,,-11.17,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CCOC(=O)c1ccc(N)cc1,CCCC(C)O,CCOC(=O)c1ccc(N)cc1.CCCC(C)O,True,11024
CCOC(=O)c1ccc(O)cc1,CCCCCCCCO,,-12.57,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOC(=O)c1ccc(O)cc1,CCCCCCCCO,CCOC(=O)c1ccc(O)cc1.CCCCCCCCO,True,11037
CCOC(=O)c1ccc(O)cc1,O,,-9.2,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOC(=O)c1ccc(O)cc1,O,CCOC(=O)c1ccc(O)cc1.O,True,11039
CCOC(=O)c1ccccc1,CCOC(=O)c1ccccc1,,-7.71,Compsol pure,solute-solvent same,CCOC(=O)c1ccccc1,CCOC(=O)c1ccccc1,CCOC(=O)c1ccccc1.CCOC(=O)c1ccccc1,True,11042
CCOC(=O)c1ccccc1,O,,-3.74,10.1016/j.cej.2021.129307,"['FreeSolv (entry number=111)', 'CompSol Binary (entry number=65811)']",CCOC(=O)c1ccccc1,O,CCOC(=O)c1ccccc1.O,True,11044
CCOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC,,-11.1,Compsol pure,solute-solvent same,CCOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC.CCOC(=O)c1ccccc1C(=O)OCC,True,11045
CCOC(=O)C1=CC=CC=C1O,O,,-3.82,10.1016/j.cej.2021.129307,"['Abraham Paper (A6)', 'Abraham Paper (A6)', 'Abraham Paper (A6)']",CCOC(=O)c1ccccc1O,O,CCOC(=O)c1ccccc1O.O,True,11048
CCOC(C)(C)C,C1CCCCC1,,-4.12,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=35661)'],CCOC(C)(C)C,C1CCCCC1,CCOC(C)(C)C.C1CCCCC1,True,11068
CCOC(C)(C)C,CC(=O)N(C)C,,-3.53,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOC(C)(C)C,CC(=O)N(C)C,CCOC(C)(C)C.CC(=O)N(C)C,True,11069
CCOC(C)(C)C,CCCCCC,,-4.07,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=45040)']",CCOC(C)(C)C,CCCCCC,CCOC(C)(C)C.CCCCCC,True,11070
CCOC(C)(C)C,CCCCCCC,,-3.98,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=41753)']",CCOC(C)(C)C,CCCCCCC,CCOC(C)(C)C.CCCCCCC,True,11071
CCOC(C)(C)C,CCCCCCCCO,,-3.67,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CCOC(C)(C)C,CCCCCCCCO,CCOC(C)(C)C.CCCCCCCCO,True,11072
CCOC(C)(C)C,C(=O)N(CCCC)CCCC,,-3.6,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOC(C)(C)C,CCCCN(C=O)CCCC,CCOC(C)(C)C.CCCCN(C=O)CCCC,True,11073
CCOC(C)(C)C,CC(=O)N(CC)CC,,-3.66,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOC(C)(C)C,CCN(CC)C(C)=O,CCOC(C)(C)C.CCN(CC)C(C)=O,True,11074
CCOC(C)(C)C,CCN1CCCC1=O,,-3.42,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=10415)'],CCOC(C)(C)C,CCN1CCCC1=O,CCOC(C)(C)C.CCN1CCCC1=O,True,11075
CCOC(C)(C)C,CCNC(=O)C,,-3.49,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOC(C)(C)C,CCNC(C)=O,CCOC(C)(C)C.CCNC(C)=O,True,11076
CCOC(C)(C)C,CCNC=O,,-3.38,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOC(C)(C)C,CCNC=O,CCOC(C)(C)C.CCNC=O,True,11077
CCOC(C)(C)C,CCOC(C)(C)C,,-4.14,Compsol pure,solute-solvent same,CCOC(C)(C)C,CCOC(C)(C)C,CCOC(C)(C)C.CCOC(C)(C)C,True,11078
CCOC(C)(C)C,CCOCC,,-4.22,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'CompSol Binary (entry number=1745)', 'CompSol Binary (entry number=1746)']",CCOC(C)(C)C,CCOCC,CCOC(C)(C)C.CCOCC,True,11079
CCOC(C)(C)C,C(=O)N(C)C,,-3.31,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOC(C)(C)C,CN(C)C=O,CCOC(C)(C)C.CN(C)C=O,True,11080
CCOC(C)(C)C,CN1CCCCC1=O,,-3.44,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOC(C)(C)C,CN1CCCCC1=O,CCOC(C)(C)C.CN1CCCCC1=O,True,11081
CCOC(C)(C)C,CNC(=O)C,,-3.4,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOC(C)(C)C,CNC(C)=O,CCOC(C)(C)C.CNC(C)=O,True,11082
CCOC(C)(C)C,CNC=O,,-3.21,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CCOC(C)(C)C,CNC=O,CCOC(C)(C)C.CNC=O,True,11083
CCOC(C)(C)C,CO,,-4.07,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CCOC(C)(C)C,CO,CCOC(C)(C)C.CO,True,11084
CCOC(C)(C)C,O,,-1.61,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'CompSol Binary (entry number=63765)']",CCOC(C)(C)C,O,CCOC(C)(C)C.O,True,11086
CCOC(C)(C)CC,CCOC(C)(C)CC,,-4.74,Compsol pure,solute-solvent same,CCOC(C)(C)CC,CCOC(C)(C)CC,CCOC(C)(C)CC.CCOC(C)(C)CC,True,11087
CCC(C)(C)OCC,O,,-1.5,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=63760)'],CCOC(C)(C)CC,O,CCOC(C)(C)CC.O,True,11089
CCOC(=O)C,C1=CC=C2C(=C1)C=CC=C2Br,,-3.95,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=8159)'],CCOC(C)=O,Brc1cccc2ccccc12,CCOC(C)=O.Brc1cccc2ccccc12,True,11090
CCOC(C)=O,Brc1ccccc1,,-4.57,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOC(C)=O,Brc1ccccc1,CCOC(C)=O.Brc1ccccc1,True,11091
CCOC(C)=O,C1CCC2CCCCC2C1,,-3.47,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOC(C)=O,C1CCC2CCCCC2C1,CCOC(C)=O.C1CCC2CCCCC2C1,True,11092
CCOC(C)=O,C1CCCCC1,,-3.56,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOC(C)=O,C1CCCCC1,CCOC(C)=O.C1CCCCC1,True,11093
CCOC(=O)C,O1CCCC1,,-4.56,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],CCOC(C)=O,C1CCOC1,CCOC(C)=O.C1CCOC1,True,11094
CCOC(=O)C,O1CCOCC1,,-4.49,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],CCOC(C)=O,C1COCCO1,CCOC(C)=O.C1COCCO1,True,11095
CCOC(=O)C,CCCCCCCCCCCCCCC=C,,-3.23,10.1016/j.cej.2021.129307,['Abraham Paper (A27)'],CCOC(C)=O,C=CCCCCCCCCCCCCCC,CCOC(C)=O.C=CCCCCCCCCCCCCCC,True,11096
CCOC(=O)C,CC(=O)N(C)C,,-4.23,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)', 'CompSol Binary (entry number=50219)']",CCOC(C)=O,CC(=O)N(C)C,CCOC(C)=O.CC(=O)N(C)C,True,11097
CCOC(=O)C,CC(=O)OCC1=CC=CC=C1,,-4.29,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=30982)'],CCOC(C)=O,CC(=O)OCc1ccccc1,CCOC(C)=O.CC(=O)OCc1ccccc1,True,11098
CCOC(=O)C,CC(C)(C)CC(C)C,,-3.53,10.1016/j.cej.2021.129307,['Abraham Paper (A31)'],CCOC(C)=O,CC(C)CC(C)(C)C,CCOC(C)=O.CC(C)CC(C)(C)C,True,11099
CCOC(=O)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,,-3.2,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=18603)', 'CompSol Binary (entry number=18606)']",CCOC(C)=O,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,CCOC(C)=O.CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,True,11100
CCOC(C)=O,CC(C)CO,,-4.27,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOC(C)=O,CC(C)CO,CCOC(C)=O.CC(C)CO,True,11101
CCOC(=O)C,CC(O)C,,-3.9,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",CCOC(C)=O,CC(C)O,CCOC(C)=O.CC(C)O,True,11102
CCOC(C)=O,CC(C)c1ccccc1,,-4.22,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOC(C)=O,CC(C)c1ccccc1,CCOC(C)=O.CC(C)c1ccccc1,True,11103
CCOC(C)=O,CC(Cl)Cl,,-4.93,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOC(C)=O,CC(Cl)Cl,CCOC(C)=O.CC(Cl)Cl,True,11104
CCOC(=O)C,CCC(=O)C,,-4.49,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",CCOC(C)=O,CCC(C)=O,CCOC(C)=O.CCC(C)=O,True,11105
CCOC(C)=O,CCC(C)c1ccccc1,,-4.11,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCOC(C)=O,CCC(C)c1ccccc1,CCOC(C)=O.CCC(C)c1ccccc1,True,11106
